quarter,advertiser,ad_name,rev_gross,rev_qtd_current,rev_qtd_prev_qtd,rev_qtd_prev_year,impressions,outgoing_bids
2026-07-01,Walmart,TTD - APP,90.69,90.69,,,0,0
2025-07-01,Knorex,Bidswitch - Seedtag,90.61,,,17.03,0,0
2025-10-01,Yahoo DSP,Verizon - CTV (Charter),88.87,,,,0,0
2025-04-01,Streamworx Lda.,Bidswitch - CTV - 1st Price,88.68,,,,0,0
2026-07-01,Amazon DSP,Bidswitch - Desktop - 1st Price (HB),88.16,88.16,,,0,0
2025-07-01,,2507 - MGMPLUS - JULY XCH - SERIES - MGMPHD20311-12,88.06,,,88.06,0,0
2025-07-01,Epsilon (Conversant),Conversant Philo CTV (202994),87.1,,,67.36,0,0
2025-01-01,Zeta DSP,Bidswitch - CTV - 1st Price (Bundle 151908),86.35,,,,0,0
2026-04-01,Madopi,Bidswitch - CTV - 1st Price,84.8,,84.7,,0,0
2025-04-01,Epsilon (Conversant),Conversant Philo CTV (202994),83.24,,,,0,0
2025-10-01,DeepIntent,DeepIntent Web/InApp Display,83.13,,,,0,0
2026-07-01,Zeta DSP,Bidswitch - APP 1st Price,82.21,82.21,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Newsy  CTV (204775),81.8,,,,0,0
2025-04-01,Infillion,Bidswitch - APP 1st Price,81.75,,,,0,0
2025-04-01,Adtelligent,Adtelligent - CTV (Fubo),80.84,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Newsy  CTV (204776),80.55,,,53.4,0,0
2026-04-01,,2604 - MGMPLUS - FROM S4 TRAILER - MGMPHD363410 - MOVIES,79.41,,79.41,,0,0
2025-04-01,SmartyAds,SmartyAds - CTV (Vizio),79.19,,,,0,0
2025-07-01,Cepia,Zhu Zhu Pets City,79.06,,,79.06,0,0
2025-04-01,Cepia,Zhu Zhu Pets Animal City,77.74,,,,0,0
2026-04-01,,IDVx Vizio $8 US,77.55,,40.91,,0,0
2025-10-01,Marketing Architects -RTB,Marketing Architects - CTV 1st Price (Hearst),77.21,,,,0,0
2025-07-01,SmartyAds,SmartyAds - App [Display],76.95,,,60.62,0,0
2025-04-01,IPONWEB BidCore,Bidswitch - MW [Display],76.84,,,,0,0
2026-07-01,Zeta DSP,Bidswitch - APP,76.71,76.71,,,0,0
2026-01-01,Walmart,TTD - Desktop [Display],76.35,,,,0,0
2025-07-01,DeepIntent,DeepIntent Web/InApp Display,76.21,,,51.39,0,0
2025-04-01,Amobee,Amobee - APP [Display],74.35,,,,0,0
2026-07-01,IQM,IQM - CTV - Open Auction,73.59,73.59,,,0,0
2025-01-01,Knorex,Bidswitch - APP Display,72.33,,,,0,0
2025-10-01,GroundTruth,GroundTruth Display,72.33,,,,0,0
2025-10-01,DV360,Bidswitch - Desktop [Display],72.01,,,,0,0
2026-01-01,DV360,Bidswitch - MW - 1st Price (HB),71.12,,,,0,0
2025-01-01,Infillion,Bidswitch - CTV - 1st Price (Bundle 151908),70.95,,,,0,0
2026-01-01,Yahoo DSP,Verizon - CTV (Charter),70.89,,,,0,0
2025-01-01,Walmart,TTD - MW - 1st Price (HB),69.95,,,,0,0
2025-07-01,Marketing Architects -RTB,Marketing Architects - CTV 1st Price (Hearst),68.7,,,48.64,0,0
2025-07-01,Walmart,TTD - MW [Display],67.87,,,43.79,0,0
2025-01-01,Unruly,Unruly Web Display (Mobile Only),67.54,,,,0,0
2025-01-01,Krush Media,Krush Media Web Display,67.53,,,,0,0
2025-04-01,Yahoo DSP,Verizon - CTV (Charter),66.54,,,,0,0
2025-04-01,Sharethrough,Sharethrough CTV Video - Targeting away from Not Approved list,66.39,,,,0,0
2025-01-01,Walmart,TTD - CTV (Charter),66.27,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Philo Android CTV (202995),66.2,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Newsy CTV (203803),66.12,,,,0,0
2026-01-01,Epsilon (Conversant),Conversant - Web - Open Auction - Video,65.84,,,,0,0
2025-10-01,SmartyAds,SmartyAds - Web [Display] (Allow List 9.7.21),64.36,,,,0,0
2026-07-01,,IDVx Roku $8 US,63.23,63.23,,,0,0
2026-04-01,Marketing Architects -RTB,Marketing Architects - OTT,62.25,,15.74,,0,0
2026-01-01,Infillion,Bidswitch - Seedtag,60.72,,,,0,0
2025-01-01,Quantcast,Bidswitch - Seedtag,59.66,,,,0,0
2025-07-01,Storygize,Storygize - MW (1st Price),59.48,,,59.48,0,0
2025-04-01,Infillion,Bidswitch - APP Display,58.78,,,,0,0
2025-04-01,Knorex,Bidswitch - CTV - 1st Price,58.77,,,,0,0
2025-04-01,Zeta DSP,Bidswitch - CTV - 1st Price (Bundle 151908),58.01,,,,0,0
2025-07-01,GroundTruth,GroundTruth Display,57.25,,,24.08,0,0
2025-04-01,SmartyAds,SmartyAds - CTV (Plex),57.03,,,,0,0
2026-04-01,Krush Media,Krush Media Web Display,56.54,,42.64,,0,0
2026-04-01,StackAdaptDSP,SEEDTAG (DON'T USE),55.75,,,,0,0
2026-04-01,Samsung DSP,Bidswitch - CTV - 1st Price,55.73,,27.95,,0,0
2025-07-01,IQM,IQM - CTV - Open Auction,55.66,,,29.51,0,0
2026-04-01,GroundTruth,GroundTruth Video CTV - Efficiency Monitoring,55.45,,8.39,,0,0
2026-01-01,DV360,Bidswitch - MW [Display],54.76,,,,0,0
2025-01-01,,TrueX FireTV Games ,54.4,,,,0,0
2026-04-01,Streamworx Lda.,Bidswitch - CTV - 1st Price,54.21,,54.21,,0,0
2025-01-01,Adtheorent,Ad Theorent - CTV (LQPS Audit),54.16,,,,0,0
2026-07-01,StackAdapt,StackAdapt - APP - Open Auction,53.79,53.79,,,0,0
2025-01-01,MadHive,Madhive - Desktop,53.79,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Haystack CTV (204774),53.72,,,29.22,0,0
2026-04-01,TheTradeDesk,TTD - APP - 1st Price,53.69,,15.84,,0,0
2025-07-01,Epsilon (Conversant),Conversant Newsy CTV (203803),53.5,,,36.39,0,0
2026-04-01,Adtheorent,Ad Theorent - APP [Display],53.21,,43.52,,0,0
2025-07-01,Webeye,Bidswitch - APP Display,52.93,,,31.9,0,0
2026-04-01,Walmart,TTD - MW [Display],52.15,,30.08,,0,0
2025-07-01,Amazon DSP,Bidswitch - Desktop - 1st Price (HB),51.63,,,0.5,0,0
2025-01-01,Epsilon (Conversant),Conversant AMC CTV (205656) (G15147002586),51.4,,,,0,0
2025-07-01,Yahoo DSP,Verizon - CTV (Charter),51.35,,,38.95,0,0
2025-04-01,Adtheorent,Ad Theorent - CTV (LQPS Audit),50.01,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Newsy  CTV (204775),49.74,,,34.42,0,0
2026-04-01,DeepIntent,DeepIntent Web/InApp Display,49.44,,2.04,,0,0
2025-01-01,Epsilon (Conversant),Conversant Philo CTV (125613) (b07bkpfxtj),49.35,,,,0,0
2026-07-01,SmartClip,Philips_SC_Spain,48.16,48.16,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Xumo CTV (203761),47.58,,,,0,0
2026-01-01,Walmart,TTD - MW [Display],46.7,,,,0,0
2025-10-01,SimpliFi,SimpliFi - Seedtag,46.47,,,,0,0
2025-07-01,,WINGSTOP LIGAMX FEMENIL_SEP_25,46.42,,,,0,0
2026-04-01,Walmart,TTD - Desktop [Display],46.37,,34.01,,0,0
2025-07-01,SmartyAds,SmartyAds - CTV (Vizio),46.0,,,13.01,0,0
2025-10-01,Infillion,Bidswitch - CTV - 1st Price (Bundle 151908),45.3,,,,0,0
2025-01-01,Walmart,TTD - CTV (LG Ads Only),45.15,,,,0,0
2026-07-01,RtbHouse,Seedtag,44.61,44.61,,,0,0
2025-04-01,MadHive,Madhive - Desktop,43.72,,,,0,0
2026-04-01,OnSpot Data,Bidswitch - CTV (Charter),43.58,,28.07,,0,0
2025-04-01,Infillion,Bidswitch - APP,43.33,,,,0,0
2025-01-01,Unruly,Unruly Web Display (Desktop Only),42.57,,,,0,0
2025-07-01,AdElement,Bidswitch - Desktop [Display],42.23,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Newsy  CTV (204776),42.22,,,,0,0
2025-01-01,DeepIntent,DeepIntent Web/InApp Display,42.16,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant AMC CTV (205656) (G15147002586),41.81,,,,0,0
2025-10-01,Adtelligent,Adtelligent - CTV (Fubo),41.44,,,,0,0
2025-10-01,DV360,Bidswitch - MW [Display],41.24,,,,0,0
2026-07-01,Marketing Architects -RTB,Marketing Architects - CTV 1st Price - Roku Device Targeting Only,40.79,40.79,,,0,0
2026-07-01,SmartyAds,SmartyAds - CTV (Samsung),40.44,40.44,,,0,0
2026-01-01,Knorex,Bidswitch - Seedtag,39.14,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Future Today CTV (225478),37.98,,,20.74,0,0
2026-07-01,Knorex,Bidswitch - CTV (Charter),37.36,37.36,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Newsy  CTV (204775),37.36,,,,0,0
2026-04-01,Walmart,TTD - MW - 1st Price (HB),37.17,,13.11,,0,0
2026-01-01,AdElement,Bidswitch - MW [Display],36.49,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Future Today CTV (225478),36.39,,,,0,0
2025-04-01,Amobee,Amobee - APP 1st Price,36.36,,,,0,0
2025-01-01,Infillion,Bidswitch - Desktop [Display],35.5,,,,0,0
2025-01-01,Walmart,TTD - Desktop - 1st Price (HB),35.3,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant AMC CTV (205656) (G15147002586),35.19,,,25.21,0,0
2025-04-01,Infillion,Bidswitch - Desktop [Display],35.16,,,,0,0
2025-04-01,Metax,MetaX Paramount $10.11,35.14,,,,0,0
2026-07-01,DeepIntent,DeepIntent Web/InApp Display,34.92,34.92,,,0,0
2025-04-01,Streamworx Lda.,Bidswitch - Seedtag,34.81,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Future Today CTV (225478),34.35,,,,0,0
2026-04-01,SmartyAds,SmartyAds - CTV (Paramount),34.29,,21.62,,0,0
2025-01-01,Epsilon (Conversant),Conversant Cheddar CTV (225831),34.01,,,,0,0
2025-10-01,OnSpot Data,Bidswitch - CTV - 1st Price (Bundle 151908),33.27,,,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - MW [Display],33.04,,,,0,0
2025-04-01,Viant,Viant - MW - 1st Price,32.13,,,,0,0
2025-04-01,Inspiritum,Bidswitch - MW [Display],31.1,,,,0,0
2025-01-01,Beeswax,Beeswax - CTV - Open Auction (Charter Political),31.03,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Philo Android CTV (202995),30.4,,,21.15,0,0
2025-10-01,Adtheorent,Ad Theorent - Desktop Video (LQPS Audit),30.13,,,,0,0
2025-10-01,IQM,IQM - Web Video - Open Auction,29.96,,,,0,0
2026-01-01,Krush Media,Krush Media Web Display,29.96,,,,0,0
2025-07-01,DV360,Bidswitch - APP Display,29.87,,,24.05,0,0
2026-04-01,Madopi,Bidswitch - Seedtag,29.77,,29.77,,0,0
2026-04-01,Metax,MetaX Paramount $10.11,29.48,,17.33,,0,0
2026-04-01,Infillion,Bidswitch - APP 1st Price,29.36,,29.11,,0,0
2025-07-01,Infillion,Bidswitch - Seedtag,29.34,,,8.26,0,0
2025-04-01,IPONWEB BidCore,Bidswitch - Desktop [Display],29.25,,,,0,0
2026-01-01,Quantcast,Bidswitch - Desktop - 1st Price (HB),29.18,,,,0,0
2025-01-01,OnSpot Data,Bidswitch - APP 1st Price,29.01,,,,0,0
2026-01-01,Zeta DSP,Bidswitch - CTV - 1st Price (Bundle 151908),28.87,,,,0,0
2025-10-01,,FS_VD_WINGSTOP_LIGAMX_OCT25,28.45,,,,0,0
2026-07-01,Walmart,TTD - Desktop - 1st Price (HB),28.13,28.13,,,0,0
2025-07-01,Infillion,Bidswitch - APP Display,27.79,,,0.45,0,0
2025-01-01,Streamworx Lda.,Bidswitch - Desktop [Display],27.78,,,,0,0
2025-07-01,Walmart,TTD - Desktop [Display],27.7,,,18.36,0,0
2025-01-01,Aceex,Aceex - (Samsung) CTV,27.61,,,,0,0
2025-04-01,OMG,Zhu Zhu Pets Animal City,27.43,,,,0,0
2026-07-01,Walmart,TTD - MW [Display],27.19,27.19,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Newsy CTV (203803),27.12,,,,0,0
2025-10-01,Lemma DSP,Lemma DSP CTV Ad (COPPA),26.99,,,,0,0
2026-07-01,Epsilon (Conversant),Conversant - Web - Open Auction - Display,26.88,26.88,,,0,0
2025-01-01,OnSpot Data,Bidswitch - APP,26.31,,,,0,0
2025-01-01,Viant,Viant - MW - 1st Price,26.31,,,,0,0
2026-07-01,SmartyAds,SmartyAds - CTV (Paramount),25.84,25.84,,,0,0
2026-04-01,Equative,Equative CTV Video (copy),25.77,,,,0,0
2025-04-01,IQM,IQM - CTV - Open Auction,24.97,,,,0,0
2026-01-01,TheTradeDesk,TTD - APP - 1st Price,24.73,,,,0,0
2026-01-01,IQM,IQM - Web Video - Open Auction,24.48,,,,0,0
2025-10-01,SmartyAds,SmartyAds - CTV (Vizio),24.44,,,,0,0
2026-04-01,Krush Media,Krush Media Web Video,24.17,,21.21,,0,0
2025-01-01,IQM,IQM - CTV - Open Auction,24.02,,,,0,0
2026-07-01,Krush Media,Krush Media Web Display,24.01,24.01,,,0,0
2026-07-01,Walmart,TTD - MW - 1st Price (HB),22.99,22.99,,,0,0
2025-01-01,Knorex,Bidswitch - Desktop [Display],22.99,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Philo Android CTV (202995),22.96,,,,0,0
2025-04-01,IPONWEB BidCore,Bidswitch - MW - 1st Price (HB),22.36,,,,0,0
2026-01-01,Infillion,Bidswitch - APP 1st Price,22.06,,,,0,0
2025-01-01,OnSpot Data,Bidswitch - CTV (Charter),21.5,,,,0,0
2026-01-01,OnSpot Data,Bidswitch - APP 1st Price,21.22,,,,0,0
2025-10-01,Cepia,Mighty Wheels November 2025,21.08,,,,0,0
2026-01-01,Infillion,Bidswitch - APP,21.06,,,,0,0
2026-07-01,IPONWEB BidCore,Bidswitch - CTV - 1st Price,21.0,21.0,,,0,0
2025-07-01,,0,20.94,,,14.27,0,0
2026-07-01,DV360,Bidswitch - CTV (AMC),20.94,20.94,,,0,0
2025-07-01,Infillion,Bidswitch - Desktop - 1st Price (HB),20.82,,,0.36,0,0
2025-10-01,Cepia,Mighty Wheels October 2025,20.79,,,,0,0
2025-04-01,The Media Sense,The Media Sense DSP CTV Ads Direct,20.72,,,,0,0
2025-10-01,Walmart,TTD - MW [Display],20.57,,,,0,0
2026-04-01,DV360,Bidswitch - MW [Display],20.55,,3.27,,0,0
2026-04-01,SmartyAds,SmartyAds - CTV (LATAM),18.98,,7.32,,0,0
2025-10-01,Cepia,Mighty Wheels December 2025,18.88,,,,0,0
2025-07-01,MadHive,Madhive - Desktop,18.75,,,17.83,0,0
2026-01-01,Webeye,Bidswitch - APP Display,18.65,,,,0,0
2026-07-01,Walmart,TTD - Desktop [Display],18.54,18.54,,,0,0
2026-01-01,GroundTruth,GroundTruth Video CTV - Efficiency Monitoring,18.46,,,,0,0
2026-01-01,OnSpot Data,Bidswitch - APP,18.39,,,,0,0
2025-10-01,Amazon DSP,Bidswitch - APP,18.34,,,,0,0
2025-07-01,IQM,IQM - Display - Open Auction,18.32,,,8.78,0,0
2025-01-01,Sharethrough,Sharethrough CTV Video,18.17,,,,0,0
2026-04-01,SmartyAds,SmartyAds - CTV (Streaming Apps),18.05,,12.38,,0,0
2025-10-01,Walmart,TTD - Desktop [Display],18.01,,,,0,0
2025-07-01,Infillion,Bidswitch - MW - 1st Price (HB),17.96,,,6.94,0,0
2025-07-01,Epsilon (Conversant),Conversant Xumo CTV (203761),17.91,,,8.68,0,0
2025-07-01,Bidswitch,Bidswitch - CTV - 1st Price,17.9,,,0.0,0,0
2026-07-01,Metax,MetaX Paramount $10.11,17.78,17.78,,,0,0
2025-01-01,Amazon DSP,Bidswitch - Desktop - 1st Price (HB),17.67,,,,0,0
2025-07-01,OnSpot Data,Bidswitch - CTV - 1st Price (Bundle 151908),17.49,,,3.3,0,0
2025-01-01,Epsilon (Conversant),Conversant Future Today CTV (225474),17.03,,,,0,0
2025-01-01,Streamworx Lda.,Bidswitch - MW [Display],16.88,,,,0,0
2026-01-01,GroundTruth,GroundTruth Display,16.86,,,,0,0
2025-10-01,AdElement,Bidswitch - Desktop [Display],16.75,,,,0,0
2025-04-01,Amazon DSP,Bidswitch - Desktop - 1st Price (HB),15.92,,,,0,0
2026-04-01,Knorex,Bidswitch - Seedtag,15.52,,15.52,,0,0
2026-07-01,Metax,MetaX A&amp;E Networks $16,15.41,15.41,,,0,0
2025-07-01,MadHive,MadHive - APP - 1st Price,15.39,,,14.52,0,0
2025-04-01,Epsilon (Conversant),Conversant Future Today CTV (225474),15.2,,,,0,0
2026-04-01,AdElement,Bidswitch - Desktop [Display],15.02,,2.18,,0,0
2025-10-01,SmartyAds,SmartyAds - CTV (LG),14.69,,,,0,0
2026-04-01,DV360,Bidswitch - CTV (AMC),14.66,,1.24,,0,0
2025-07-01,OnSpot Data,Bidswitch - Desktop [Display],14.65,,,5.19,0,0
2025-07-01,SmartyAds,SmartyAds - CTV (Fubo),14.64,,,12.28,0,0
2025-10-01,Bidswitch,Bidswitch - CTV - 1st Price,14.51,,,,0,0
2025-10-01,Samsung DSP,Bidswitch - CTV - 1st Price (Bundle 151908),14.25,,,,0,0
2025-07-01,Viant,AOD Deal - Viant - Cannabis Allowed ,14.18,,,14.18,0,0
2025-10-01,DV360,Bidswitch - CTV (AMC),14.06,,,,0,0
2026-07-01,GroundTruth,SEEDTAG (DON'T USE),14.01,14.01,,,0,0
2026-01-01,SmartyAds,SmartyAds - Web (Taboola),13.63,,,,0,0
2025-01-01,Yahoo DSP,Verizon - CTV (Charter),13.61,,,,0,0
2025-01-01,Amazon DSP,Bidswitch - Seedtag,13.59,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Newsy CTV (202814),13.57,,,,0,0
2026-01-01,Walmart,TTD - Desktop - 1st Price (HB),13.22,,,,0,0
2026-01-01,SmartClip,Philips_SC_Spain,13.22,,,,0,0
2026-07-01,GroundTruth,GroundTruth Video CTV - Efficiency Monitoring,13.22,13.22,,,0,0
2025-07-01,Inspiritum,Bidswitch - MW [Display],13.01,,,7.49,0,0
2025-10-01,DV360,Bidswitch - APP Display,12.97,,,,0,0
2025-04-01,Streamworx Lda.,Bidswitch - MW [Display],12.84,,,,0,0
2025-01-01,Zeta DSP,Bidswitch - APP 1st Price,12.69,,,,0,0
2026-07-01,Epsilon (Conversant),Conversant - Web - Open Auction - Video,12.68,12.68,,,0,0
2025-01-01,Streamworx Lda.,Bidswitch - Desktop - 1st Price (HB),12.56,,,,0,0
2026-04-01,OnSpot Data,Bidswitch - APP 1st Price,12.54,,12.13,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - APP Display,12.2,,,,0,0
2025-07-01,Samsung DSP,Bidswitch - CTV - 1st Price (Bundle 151908),12.19,,,4.62,0,0
2025-04-01,Stirista,Stirista - Open Auction - OLV (InApp),12.19,,,,0,0
2025-10-01,Webeye,Bidswitch - APP Display,12.11,,,,0,0
2025-04-01,Knorex,Bidswitch - APP Display,12.09,,,,0,0
2025-01-01,MadHive,Madhive - MW,11.95,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Happy Kids CTV (223878) (Bundle ID 32614),11.9,,,,0,0
2025-01-01,Quantcast,Bidswitch - MW - 1st Price (HB),11.9,,,,0,0
2025-07-01,DV360,Bidswitch - APP,11.87,,,10.26,0,0
2026-04-01,Krush Media,Krush Media Video - CTV Direct (700),11.86,,7.83,,0,0
2026-04-01,AdIngenious,Bidswitch - APP Display,11.72,,,,0,0
2025-07-01,TheTradeDesk,TTD - APP - 1st Price,11.66,,,3.65,0,0
2025-04-01,Epsilon (Conversant),Conversant Newsy CTV (202814),11.58,,,,0,0
2025-04-01,MadHive,MadHive - APP - 1st Price,11.49,,,,0,0
2025-04-01,Knorex,Bidswitch - Desktop [Display],11.42,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Newsy CTV (202814),11.38,,,6.55,0,0
2025-07-01,Cepia,Mighty Wheels August 2025,11.36,,,,0,0
2025-10-01,Krush Media,Krush Media Web Display,11.24,,,,0,0
2025-01-01,Lowbrow Customs,LowBrow_30Sec_#1,11.22,,,,0,0
2025-07-01,Infillion,Bidswitch - APP,11.2,,,0.62,0,0
2025-04-01,Epsilon (Conversant),Conversant Future Today CTV (225473),11.12,,,,0,0
2025-04-01,DV360,Bidswitch - CTV (AMC),11.1,,,,0,0
2026-04-01,IQM,IQM - Web Video - Open Auction,11.05,,8.57,,0,0
2025-01-01,,0,10.99,,,,0,0
2025-10-01,DV360,Bidswitch - APP,10.81,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Future Today CTV (225474),10.73,,,6.66,0,0
2025-10-01,Infillion,Bidswitch - APP 1st Price,10.71,,,,0,0
2026-04-01,Metax,MetaX A&amp;E Networks $16,10.65,,1.89,,0,0
2025-01-01,Adtheorent,Ad Theorent - MW (LQPS Audit),10.48,,,,0,0
2026-07-01,OnSpot Data,Bidswitch - APP 1st Price,10.47,10.47,,,0,0
2025-07-01,Cepia,Mighty Wheels September 2025,10.45,,,,0,0
2026-04-01,GroundTruth,SEEDTAG (DON'T USE),10.41,,,,0,0
2026-04-01,OnSpot Data,Bidswitch - APP,10.37,,10.03,,0,0
2026-04-01,AdElement,Bidswitch - MW [Display],10.33,,0.5,,0,0
2025-04-01,IQM,IQM - Display - Open Auction,10.27,,,,0,0
2026-07-01,Equative,Equative CTV Video (copy),10.23,10.23,,,0,0
2026-04-01,Webeye,Bidswitch - APP Display,10.18,,5.31,,0,0
2025-10-01,OnSpot Data,Bidswitch - APP 1st Price,10.1,,,,0,0
2026-07-01,OnSpot Data,Bidswitch - APP,10.09,10.09,,,0,0
2026-07-01,Infillion,Bidswitch - Desktop - 1st Price (HB),10.0,10.0,,,0,0
2025-04-01,Viant,AOD Deal - Viant - Cannabis Allowed ,9.82,,,,0,0
2025-01-01,Bidswitch,Bidswitch - MW - 1st Price (HB),9.75,,,,0,0
2025-01-01,Walmart,TTD - Seedtag - Pub ID Swap Test,9.69,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Future Today CTV (225473),9.47,,,,0,0
2026-07-01,SmartyAds,SmartyAds - CTV (Streaming Apps),9.29,9.29,,,0,0
2026-07-01,SmartyAds,SmartyAds - CTV (Canada),9.2,9.2,,,0,0
2025-10-01,Madopi,Bidswitch - Seedtag,9.11,,,,0,0
2026-07-01,Equative,Equative CTV Main,9.06,9.06,,,0,0
2026-04-01,Equative,Equative CTV Main,8.73,,,,0,0
2026-04-01,Marketing Architects -RTB,Marketing Architects - CTV 1st Price (Hearst),8.55,,8.55,,0,0
2025-07-01,Cepia,Mighty Wheels September 2025 Dub01,8.55,,,,0,0
2025-10-01,Infillion,Bidswitch - APP,8.5,,,,0,0
2025-01-01,Bidswitch,Bidswitch - Seedtag,8.44,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant NBC CTV (203766),8.22,,,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - Seedtag,7.83,,,,0,0
2025-01-01,Quantcast,Bidswitch - Desktop [Display],7.78,,,,0,0
2025-01-01,Infillion,Bidswitch - MW [Display],7.77,,,,0,0
2025-01-01,Unruly,Unruly Web 1st Price Video (Desktop Only),7.67,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Happy Kids CTV (223878) (Bundle ID 32614),7.66,,,,0,0
2026-07-01,SmartyAds,SmartyAds - CTV (LATAM),7.55,7.55,,,0,0
2025-07-01,DV360,Bidswitch - CTV (AMC),7.52,,,2.3,0,0
2025-01-01,,2412-MGMPLUS-DEC 2024 XCH - MGMP20292-15 (SERIES),7.52,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Future Today CTV (225473),7.43,,,4.95,0,0
2025-01-01,SmartyAds,SmartyAds - CTV (Indirect),7.43,,,,0,0
2025-01-01,Aroscop,Bidswitch - APP Display,7.39,,,,0,0
2025-10-01,,2509 - MGMPLUS - BILLY THE KID S3 TRAILER Cutdown - MGMPHD363273 - SERIES,7.39,,,,0,0
2026-04-01,Zeasn,Philips Zeasn,7.33,,6.47,,0,0
2025-01-01,Infillion,Bidswitch - APP Display,7.3,,,,0,0
2025-07-01,Quantcast,Bidswitch - Desktop - 1st Price (HB),7.2,,,1.74,0,0
2026-01-01,OnSpot Data,Bidswitch - CTV - 1st Price (Bundle 151908),7.16,,,,0,0
2025-04-01,Adtheorent,Ad Theorent - MW (LQPS Audit),7.11,,,,0,0
2025-07-01,,LEAP McDonalds (2026),7.06,,,6.8,0,0
2026-07-01,Zeta DSP,Bidswitch - MW - 1st Price (HB),6.72,6.72,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Cheddar CTV (225831),6.69,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Future Today CTV (225391),6.67,,,,0,0
2025-04-01,Infillion,Bidswitch - MW [Display],6.39,,,,0,0
2025-07-01,Krush Media,Krush Media Web Display,6.2,,,4.69,0,0
2025-07-01,Quantcast,Bidswitch - Desktop [Display],6.2,,,4.93,0,0
2026-07-01,,2606 - MGMPLUS - WESTIES PRE-PREMIERE - Promo A - MGMPHD363429 - SERIES,6.18,6.18,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Outside CTV (203821),6.1,,,,0,0
2025-10-01,OnSpot Data,Bidswitch - APP,6.08,,,,0,0
2025-07-01,Cepia,Mighty Wheels September 2025 Dub02,6.05,,,,0,0
2025-04-01,MadHive,Madhive - MW,6.05,,,,0,0
2025-10-01,Stirista,Stirista - Desktop [Display],6.05,,,,0,0
2025-10-01,Stirista,Stirista - APP [Display],5.98,,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - CTV - 1st Price (Bundle 151908),5.93,,,0.18,0,0
2026-07-01,Streamworx Lda.,Bidswitch - CTV - 1st Price,5.86,5.86,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - MW - 1st Price (HB),5.8,,,3.95,0,0
2026-07-01,ZetaBidswitch,Seedtag,5.8,5.8,,,0,0
2026-01-01,DeepIntent,DeepIntent Web/InApp Display,5.75,,,,0,0
2025-04-01,Walmart,TTD - Seedtag - Pub ID Swap Test,5.75,,,,0,0
2025-10-01,Streamworx Lda.,Bidswitch - CTV - 1st Price (Bundle 151908),5.72,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Outside CTV (203821),5.6,,,,0,0
2025-10-01,SmartyAds,SmartyAds - App [Display],5.55,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant OutsideTV CTV (204777),5.28,,,,0,0
2026-01-01,Lemma DSP,Lemma DSP CTV Ad (COPPA),5.2,,,,0,0
2026-04-01,Infillion,Bidswitch - APP Display,5.14,,1.82,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - MW [Display],5.12,,,3.2,0,0
2025-07-01,MadHive,Madhive - MW,5.1,,,4.87,0,0
2026-01-01,OnSpot Data,Bidswitch - Desktop [Display],5.09,,,,0,0
2026-04-01,Knorex,Bidswitch - CTV (Charter),5.09,,2.48,,0,0
2025-04-01,Adtheorent,Ad Theorent - APP Video (LQPS Audit),5.09,,,,0,0
2026-01-01,,2512 - MGMPLUS - DECEMBER 2025 - ROBIN HOOD PP CRITICS PROMO - MGMPHD363339-01 - SERIES ,5.04,,,,0,0
2026-04-01,DV360,Bidswitch - Desktop - 1st Price (HB),4.89,,4.35,,0,0
