quarter,connection_type,business_line,product_category,dsp_group_name,channel_id,rev_gross
2025-10-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,23632.39
2026-04-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,23589.62
2025-04-01,BidSwitch,Select - BFM,Display,DV360,DV360,23344.2
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,23297.68
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,22944.09
2025-10-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,22791.65
2025-01-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,22776.14
2025-01-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,22570.96
2025-07-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,22362.95
2025-04-01,Direct,Open Auction - BFM,CTV,Seedtag,Seedtag,22302.58
2025-10-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,22251.21
2025-10-01,Direct,Select - BFM,CTV,Walmart,Walmart,22033.77
2025-01-01,Direct,Select - BFM,CTV,Walmart,Walmart,21695.59
2025-01-01,Direct,Select - BFM,Display,TheTradeDesk,TheTradeDesk,21534.76
2026-07-01,Direct,Open Auction - Seedtag,Display,Conversant,Conversant,21474.6
2026-04-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,21297.95
2025-07-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,21190.6
2026-01-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,21019.75
2026-04-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,20970.74
2026-07-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,20902.4
2025-07-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,20775.38
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,20453.29
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,19707.4
2025-04-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,19563.95
2025-10-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,19304.08
2026-01-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,19097.08
2026-04-01,Direct,Open Auction - BFM,CTV,Pubmatic,Pubmatic,18766.15
2026-07-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,18690.8
2025-01-01,Direct,PMP External Web,Display,Xandr,AppNexus,18556.89
2025-01-01,Direct,Open Auction - BFM,CTV,Seedtag,Seedtag,18547.95
2025-01-01,Direct,DSP Marketplace - BFM,CTV,SimpliFi,SimpliFi,18294.55
2025-07-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,18114.95
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Viant,Viant,17984.76
2026-01-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,17679.29
2025-04-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,17599.37
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Conversant,Conversant,17547.24
2026-07-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,17313.13
2025-04-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,17298.69
2025-04-01,Direct,Select - BFM,Display,TheTradeDesk,TheTradeDesk,17200.54
2025-01-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,17141.05
2026-07-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,17107.2
2026-01-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,16951.75
2025-10-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,16687.21
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,16628.24
2025-10-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,16198.08
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,16175.29
2026-04-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,16070.72
2026-01-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,15868.01
2025-01-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,15836.64
2026-01-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),15764.83
2025-07-01,Direct,Open Auction - BFM,CTV,MadHive,MadHive,15604.87
2025-07-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,15223.91
2025-04-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,15222.54
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,15128.04
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Outbrain/Teads,Outbrain,14821.25
2026-07-01,Direct,PMP Web - O&O,Display,Viant,Viant,14778.94
2025-10-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,14636.89
2025-10-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,14451.67
2025-10-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,14198.06
2025-01-01,BidSwitch,Select - BFM,CTV,DV360,DV360,14132.58
2025-01-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,14085.17
2026-01-01,Direct,Select - BFM,CTV,Walmart,Walmart,14005.07
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Outbrain/Teads,Outbrain,13971.74
2026-01-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,13813.73
2025-10-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,13144.79
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,13091.85
2026-07-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,12944.61
2025-01-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,12132.72
2025-10-01,BidSwitch,Select - BFM,CTV,DV360,DV360,12106.15
2025-01-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,12044.21
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,11989.06
2025-01-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,11980.54
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,11859.91
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,11787.0
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,11094.32
2025-04-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,11079.12
2026-07-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,10917.93
2026-04-01,Direct,PMP Web - O&O,Display,Viant,Viant,10889.0
2026-07-01,Direct,PMP CTV - O&O,CTV,Walmart,Walmart,10676.61
2026-04-01,BidSwitch,Open Auction - Seedtag,Native,Madopi,Madopi,10641.28
2026-04-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,10556.43
2025-07-01,Direct,Open Auction - BFM,Display,Viant,Viant,10539.14
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,10294.06
2025-01-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,10194.56
2025-07-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,9779.76
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,9646.14
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Viant,Viant,9627.85
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,9567.95
2025-01-01,Direct,Open Auction - BFM,CTV,Storygize,Storygize,9560.32
2026-07-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,9459.18
2025-01-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,9383.09
2026-07-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,9339.31
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,Madopi,Madopi,9173.19
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,8940.45
2025-04-01,Direct,DSP Marketplace - BFM,CTV,SimpliFi,SimpliFi,8913.43
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Amazon DSP,AmazonBidswitch,8869.71
2025-04-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,8693.01
2025-01-01,BidSwitch,Select - BFM,Display,DV360,DV360,8677.65
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,8655.06
2025-07-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,8644.37
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,8602.9
2026-04-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),8388.02
2025-07-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,8007.92
2026-07-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,7967.19
2025-10-01,Direct,Open Auction - BFM,Display,Viant,Viant,7889.59
2026-07-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,7876.75
2026-04-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,7857.1
2025-07-01,BidSwitch,Select - BFM,CTV,DV360,DV360,7777.86
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,7746.18
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,7721.73
2026-07-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,7711.81
2025-10-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,7701.87
2026-01-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,7588.35
2026-04-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,7570.95
2025-07-01,BidSwitch,Select - BFM,Display,DV360,DV360,7444.7
2025-07-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,7338.16
2025-04-01,Direct,PMP External Web,Display,Xandr,AppNexus,7293.35
2026-07-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,7291.9
2025-01-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),7182.51
2026-07-01,Direct,Open Auction - Seedtag,Display,Viant,Viant,7132.85
2025-01-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,7114.65
2026-01-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,7073.42
2026-07-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,6977.79
2026-04-01,Direct,PMP CTV - O&O,CTV,Walmart,Walmart,6946.79
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,6922.91
2025-10-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,6916.53
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,6712.09
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,6697.96
2026-07-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,6684.41
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,6345.15
2026-01-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,6332.75
2025-04-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,6302.86
2025-04-01,Direct,PMP External Web,Online Video,Xandr,AppNexus,6301.69
2026-01-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,6274.75
2025-04-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,6146.99
2026-01-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,6141.13
2026-01-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,6110.53
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,6084.62
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,6016.61
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,6007.03
2026-07-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,5978.68
2025-04-01,BidSwitch,Select - BFM,CTV,DV360,DV360,5974.76
2026-01-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,5969.4
2025-10-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,5906.79
2025-04-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,5858.26
2025-04-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,5802.6
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,5791.07
2026-04-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,5736.29
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,5697.38
2025-10-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,5605.07
2026-01-01,Direct,Open Auction - BFM,Display,Viant,Viant,5604.76
2026-04-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,5495.94
2025-01-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,5411.77
2025-01-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,5393.6
2025-07-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,5370.97
2026-07-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,5282.35
2026-01-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,5253.46
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,5074.41
2025-01-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,5053.54
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,5030.92
2025-04-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,4983.79
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,4930.88
2026-04-01,BidSwitch,Select - BFM,CTV,DV360,DV360,4883.45
2026-04-01,Direct,Open Auction - BFM,Display,Viant,Viant,4854.34
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,4816.86
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,4802.08
2026-04-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,4793.57
2025-07-01,Direct,PMP External Web,Online Video,Xandr,AppNexus,4785.27
2025-07-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),4697.38
2025-01-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,4681.28
2025-04-01,Direct,Open Auction - BFM,CTV,535Media,535Media,4651.16
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),4570.4
2025-10-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,4502.29
2025-04-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,4498.13
2025-07-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,4474.67
2026-07-01,Direct,Open Auction - BFM,CTV,DBM,DBM,4331.88
2025-10-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,4327.67
2026-04-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,4315.4
2025-07-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,4274.08
2026-07-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,4261.22
2025-04-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),4058.18
2026-01-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,4029.76
2025-10-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,4029.29
2025-07-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,3970.77
2025-07-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,3956.66
2025-01-01,Direct,Open Auction - BFM,Display,Amobee,Amobee,3933.28
2026-04-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,3857.77
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,3834.77
2025-07-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,3822.0
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,3778.1
2026-07-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,3706.11
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,3667.61
2026-07-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,3636.0
2025-01-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,3625.31
2025-07-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,3586.6
2025-01-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,3507.22
2026-04-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,3501.23
2026-04-01,Direct,PMP - Curation,Online Video,TheTradeDesk,TheTradeDesk,3492.27
2025-07-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,3491.79
2025-01-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,3483.79
2025-07-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,3385.81
2025-07-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,3301.1
2026-04-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,3288.01
2026-07-01,Direct,PMP - Curation,Online Video,TheTradeDesk,TheTradeDesk,3287.03
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,3272.66
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,3263.84
2026-04-01,Direct,DSP Marketplace - BFM,CTV,LoopMe,LoopMe,3094.63
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,3031.75
2025-10-01,Direct,PMP CTV - O&O,CTV,Basis Technologies,Basis Technologies,3010.32
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,3010.21
2026-04-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,2970.19
2025-10-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,2946.51
2026-07-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,2908.02
2025-01-01,Direct,Select - BFM,CTV,BidSwitch,Bidswitch,2901.62
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,2892.92
2026-07-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,2780.81
2026-07-01,Direct,PMP Web - O&O,Display,StackAdapt,StackAdaptDSP,2761.65
2025-01-01,Direct,Open Auction - BFM,CTV,535Media,535Media,2740.25
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,2731.65
2026-01-01,BidSwitch,Select - BFM,CTV,DV360,DV360,2724.36
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Marketing Architects,Marketing Architects -RTB,2707.57
2025-04-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,2677.42
2025-04-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,2638.03
2025-10-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,2611.17
2026-01-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,2610.12
2025-01-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,2574.01
2026-04-01,Direct,Select - BFM,CTV,Walmart,Walmart,2570.81
2025-10-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,2555.49
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,2553.96
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,2520.83
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,2436.48
2026-04-01,Direct,PMP Web - O&O,Display,StackAdapt,StackAdaptDSP,2432.39
2025-10-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),2416.08
2026-01-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,2386.18
2026-04-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,2351.8
2026-07-01,BidSwitch,Open Auction - Seedtag,Native,Madopi,Madopi,2342.23
2026-01-01,Direct,DSP Marketplace - BFM,CTV,LoopMe,LoopMe,2330.09
2025-04-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,2315.59
2026-01-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),2282.32
2025-01-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,2280.1
2025-10-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,2232.31
2025-04-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,2177.26
2026-04-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,2165.95
2026-01-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,2147.88
2025-04-01,Direct,Open Auction - BFM,CTV,Storygize,Storygize,2129.76
2025-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,2110.82
2025-10-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,2110.61
2025-10-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,2100.0
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,2099.03
2025-01-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,2094.19
2025-04-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,2019.67
2025-07-01,Direct,Select - BFM,Display,TheTradeDesk,TheTradeDesk,2017.38
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,1982.83
2026-04-01,Direct,PMP Web - O&O,Online Video,Viant,Viant,1961.63
2025-01-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,1949.47
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,1914.77
2025-01-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,1886.38
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,1880.48
2025-10-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,1828.48
2026-07-01,BidSwitch,PMP - Curation,Display,DV360,DBM,1766.89
2026-04-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,1723.79
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Marketing Architects,Marketing Architects -RTB,1712.75
2025-07-01,BidSwitch,PMP Web - O&O,Display,Sportradar,Sportradar,1676.03
2026-01-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,1658.58
2026-07-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,1650.95
2025-10-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,1647.29
2025-01-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,1612.53
2026-01-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,1598.01
2026-04-01,Direct,PMP - Curation,Display,TheTradeDesk,TheTradeDesk,1553.42
2025-10-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,1522.6
2025-04-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,1494.44
2026-04-01,Direct,Open Auction - Seedtag,Online Video,DeepIntent,DeepIntent,1471.43
2026-01-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,1446.94
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,1427.47
2026-04-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),1407.76
2025-07-01,Direct,Open Auction - BFM,CTV,Seedtag,Seedtag,1405.73
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,1395.74
2026-01-01,Direct,PMP Web - O&O,Display,StackAdapt,StackAdaptDSP,1394.9
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,1393.42
2025-04-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,1365.43
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,1355.19
2026-07-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,1353.69
2026-07-01,Direct,Open Auction - BFM,Display,Viant,Viant,1316.34
2025-07-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,1314.06
2025-07-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,1285.82
2025-10-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,1284.49
2026-04-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,1230.2
2026-01-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,1198.34
2026-01-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,1135.6
2026-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,1124.92
2025-04-01,Direct,Open Auction - BFM,Display,Amobee,Amobee,1124.71
2025-10-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,1114.83
2025-04-01,Direct,Open Auction - Seedtag,Native,MSAN,AppNexus,1110.2
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,1109.51
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,1102.4
2026-04-01,Direct,Open Auction - BFM,CTV,DBM,DBM,1094.53
2025-04-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,1088.6
2026-07-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,1067.49
2026-07-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,1051.01
2025-07-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,1050.53
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Amazon DSP,AmazonBidswitch,1047.9
2026-01-01,BidSwitch,Select - BFM,Display,DV360,DV360,1039.86
2026-01-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,1029.06
2025-07-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,1014.84
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Madopi,Madopi,1007.04
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,998.05
2025-07-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,990.35
2025-10-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,976.84
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,971.53
2025-10-01,Direct,PMP Web - O&O,Native,TheTradeDesk,TheTradeDesk,965.42
2025-04-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,862.48
2025-01-01,Direct,Select - BFM,CTV,Basis Technologies,Basis Technologies,855.3
2025-07-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,840.95
2026-07-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,833.52
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,829.61
2025-01-01,Direct,Open Auction - BFM,CTV,Unruly,Unruly,818.89
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,813.37
2025-04-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,807.76
