quarter,connection_type,business_line,product_category,dsp_group_name,channel_id,rev_gross
2025-04-01,BidSwitch,PMP CTV - O&O,CTV,DV360,DV360,247408.42
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,NextRoll,NextRoll,245742.63
2026-04-01,Direct,DSP Marketplace - BFM,CTV,TheTradeDesk,TheTradeDesk,245665.76
2025-01-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,239158.32
2025-04-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,238539.06
2026-07-01,BidSwitch,Open Auction - Seedtag,Online Video,DV360,DBM,236426.85
2026-07-01,Direct,Open Auction - BFM,CTV,StackAdapt,StackAdapt,236286.06
2026-01-01,Direct,Open Auction - BFM,CTV,Beeswax,Beeswax,235245.31
2025-01-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),234580.91
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,233102.64
2025-04-01,Direct,Open Auction - BFM,CTV,SimpliFi,SimpliFi,230927.48
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,229422.14
2026-01-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,227915.44
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,DV360,GDN,226145.79
2025-10-01,Direct,Open Auction - BFM,CTV,Beeswax,Beeswax,226040.69
2025-10-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,225723.31
2025-04-01,BidSwitch,Open Auction - Seedtag,Display,Sportradar,Sportradar,223248.04
2026-01-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,222595.38
2025-01-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,220207.93
2025-07-01,Direct,Open Auction - BFM,CTV,StackAdapt,StackAdapt,217494.03
2026-07-01,Direct,Open Auction - Seedtag,Display,StackAdapt,StackAdaptDSP,213869.11
2026-04-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,211122.6
2025-04-01,Direct,Open Auction - Seedtag,Display,Nexxen,Nexxen,210822.47
2025-10-01,BidSwitch,Open Auction - Seedtag,Display,Sportradar,Sportradar,207586.32
2026-01-01,Direct,Open Auction - Seedtag,Display,Xandr,AppNexus,206091.0
2025-10-01,Direct,Open Auction - Seedtag,Native,Outbrain/Teads,Outbrain,199592.83
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,Sportradar,Sportradar,198761.45
2026-01-01,Direct,Select - BFM,CTV,TheTradeDesk,TheTradeDesk,197901.6
2026-07-01,Direct,Open Auction - Seedtag,Display,RtbHouse,RtbHouse,197542.91
2025-10-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,197110.01
2026-04-01,Direct,Select - BFM,CTV,TheTradeDesk,TheTradeDesk,195865.12
2025-07-01,Direct,Open Auction - Seedtag,Native,MSAN,AppNexus,195782.87
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,NextRoll,NextRoll,195762.14
2025-07-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,191060.11
2025-07-01,Direct,Open Auction - BFM,CTV,SimpliFi,SimpliFi,190985.55
2025-10-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,189267.98
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,186074.81
2025-10-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),185175.56
2025-10-01,Direct,Select - BFM,CTV,TheTradeDesk,TheTradeDesk,183040.93
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,181986.45
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),180358.1
2025-07-01,BidSwitch,Open Auction - Seedtag,Display,Sportradar,Sportradar,178062.86
2025-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,176075.91
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,175316.2
2026-04-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,173038.15
2025-01-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,172954.46
2026-04-01,Direct,Open Auction - Seedtag,Display,Xandr,AppNexus,172761.06
2025-04-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,169088.25
2026-01-01,Direct,Select - BFM,CTV,Yahoo DSP,Yahoo DSP,168682.54
2025-01-01,Direct,Open Auction - BFM,CTV,Beeswax,Beeswax,168298.01
2026-01-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,166137.93
2025-07-01,Direct,Open Auction - BFM,CTV,Beeswax,Beeswax,161297.61
2025-10-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,160900.29
2026-01-01,Direct,Open Auction - Seedtag,Display,Nexxen,Nexxen,159099.7
2025-04-01,Direct,Open Auction - Seedtag,Display,MSAN,AppNexus,158997.74
2026-04-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,157595.43
2025-07-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,157076.51
2025-01-01,Direct,Select - BFM,CTV,Yahoo DSP,Yahoo DSP,156592.29
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,156287.54
2025-01-01,Direct,Open Auction - Seedtag,Display,Nexxen,Nexxen,155705.75
2026-07-01,Direct,Open Auction - Seedtag,Online Video,TheTradeDesk,TheTradeDesk,154766.87
2026-07-01,Direct,Open Auction - Seedtag,Display,TheTradeDesk,TheTradeDesk,153273.28
2025-01-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,151798.73
2026-01-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,150945.65
2026-01-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,149130.95
2025-04-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,148805.64
2026-07-01,Direct,Open Auction - BFM,CTV,Viant,Viant,145465.71
2025-10-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,142151.14
2025-10-01,Direct,DSP Marketplace - BFM,CTV,SimpliFi,SimpliFi,141050.16
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,140732.57
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,139489.53
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,139432.45
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,138454.62
2026-07-01,Direct,Open Auction - Seedtag,Native,StackAdapt,StackAdaptDSP,137081.53
2026-07-01,Direct,Open Auction - BFM,CTV,Pubmatic,Pubmatic,136782.87
2025-07-01,Direct,Open Auction - Seedtag,Display,Nexxen,Nexxen,136079.93
2026-04-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,135827.13
2026-04-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,135177.92
2025-07-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,133909.26
2025-07-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,132389.27
2025-07-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,131955.98
2025-10-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,131772.55
2026-01-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,130326.5
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,129637.49
2025-04-01,Direct,Open Auction - BFM,CTV,StackAdapt,StackAdapt,129245.99
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,127223.91
2025-10-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,126294.88
2025-10-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,126259.16
2025-10-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,125539.99
2025-10-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,124472.15
2026-04-01,Direct,Select - BFM,CTV,Yahoo DSP,Yahoo DSP,124067.15
2025-07-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,123788.49
2025-10-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,123546.76
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Conversant,Conversant,122037.25
2026-04-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,121529.18
2026-07-01,BidSwitch,PMP CTV - O&O,CTV,DV360,DV360,120397.61
2026-01-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,120337.28
2025-10-01,Direct,Open Auction - BFM,CTV,SimpliFi,SimpliFi,119492.25
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),119073.28
2026-07-01,Direct,Open Auction - Seedtag,Native,Outbrain/Teads,Outbrain,118787.31
2026-01-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,116818.34
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,112887.42
2026-04-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,108264.37
2025-10-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,108195.74
2026-07-01,Direct,Open Auction - BFM,CTV,Beeswax,Beeswax,107452.02
2025-10-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,107263.89
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),107094.9
2025-07-01,BidSwitch,Open Auction - Seedtag,Display,NextRoll,NextRoll,104950.88
2025-01-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,104518.86
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,104356.92
2025-04-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,103224.93
2025-04-01,Direct,Open Auction - BFM,CTV,Beeswax,Beeswax,103052.06
2025-04-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,101199.8
2025-01-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,99373.04
2025-07-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,99289.61
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,98943.88
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,98843.62
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,98745.99
2026-01-01,Direct,Open Auction - Seedtag,Online Video,StackAdapt,StackAdaptDSP,98458.07
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,98192.89
2025-04-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,97959.22
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,97840.05
2026-01-01,Direct,Open Auction - Seedtag,Display,StackAdapt,StackAdaptDSP,96992.02
2025-04-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,96555.57
2026-07-01,Direct,Open Auction - Seedtag,Display,Outbrain/Teads,Outbrain,95546.99
2025-10-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,94812.21
2025-01-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,93911.24
2025-10-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,93439.91
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,92637.41
2026-07-01,Direct,Open Auction - BFM,CTV,TheTradeDesk,TheTradeDesk,91751.43
2025-07-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,91645.7
2025-07-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,90452.7
2025-07-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,89276.73
2025-07-01,Direct,DSP Marketplace - BFM,CTV,SimpliFi,SimpliFi,89226.73
2025-01-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,88817.41
2026-07-01,Direct,Open Auction - Seedtag,Display,Nexxen,Nexxen,88099.21
2025-07-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,87973.84
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,87874.66
2025-10-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,87804.75
2025-07-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,87496.99
2025-04-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,86919.93
2025-04-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,85424.76
2025-07-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,84227.26
2025-04-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,83631.68
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,83441.78
2025-04-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,83058.24
2025-04-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,82798.79
2025-10-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,82754.94
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,82146.64
2026-01-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,81999.97
2025-04-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,81978.71
2025-07-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,81935.73
2026-04-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,81740.05
2026-07-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,81062.73
2026-07-01,Direct,Open Auction - Seedtag,Online Video,StackAdapt,StackAdaptDSP,80347.33
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),80208.78
2025-10-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,78899.23
2025-04-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,78177.64
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,76818.09
2026-01-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,76012.29
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,73851.4
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,73849.76
2025-01-01,Direct,Select - BFM,CTV,Viant,Viant,72998.54
2025-07-01,Direct,Select - BFM,CTV,Viant,Viant,71985.16
2025-01-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,71884.13
2025-04-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,71099.24
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,71079.79
2026-04-01,Direct,Select - BFM,CTV,Viant,Viant,71012.42
2025-04-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,70478.17
2025-07-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,70027.09
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,69926.62
2026-04-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,69325.18
2025-07-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,68820.13
2025-01-01,Direct,Open Auction - BFM,CTV,StackAdapt,StackAdapt,68654.67
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,68606.56
2026-04-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,68318.22
2026-01-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,67965.84
2025-04-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,67808.12
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,67121.78
2026-07-01,Direct,DSP Marketplace - BFM,CTV,TheTradeDesk,TheTradeDesk,66462.74
2026-04-01,Direct,Open Auction - Seedtag,Display,Viant,Viant,66265.88
2025-10-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,66091.95
2025-04-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,65916.87
2026-04-01,Direct,Open Auction - Seedtag,Display,Conversant,Conversant,65914.9
2026-04-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,65882.03
2025-07-01,Direct,Open Auction - Seedtag,Native,Outbrain/Teads,Outbrain,65156.11
2025-01-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,64752.98
2025-04-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,64340.22
2025-10-01,Direct,Open Auction - Seedtag,Display,Outbrain/Teads,Outbrain,64267.11
2026-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,64102.38
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,64055.58
2025-04-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,63414.98
2026-04-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,63203.84
2025-10-01,Direct,Select - BFM,CTV,Viant,Viant,62178.68
2026-04-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,61418.27
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,61235.0
2025-01-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,60434.22
2026-01-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,60174.59
2025-04-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,60046.34
2026-04-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,59485.93
2025-07-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,59019.82
2026-01-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,58232.72
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,58113.02
2025-01-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,57446.21
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,NextRoll,NextRoll,57153.89
2025-07-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,57117.95
2026-04-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,56548.6
2025-01-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,55532.68
2025-07-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,55162.75
2025-07-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,54801.65
2025-04-01,Direct,Select - BFM,CTV,Viant,Viant,54780.32
2025-07-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,54366.48
2026-01-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,53970.88
2025-01-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,53444.11
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Viant,Viant,53199.07
2025-10-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,52766.24
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,52560.1
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,51454.18
2025-07-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,51375.14
2025-01-01,Direct,Open Auction - BFM,CTV,SimpliFi,SimpliFi,50957.47
2026-01-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,50118.38
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,DV360,GDN,48638.89
2025-10-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,47670.8
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),47402.36
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Viant,Viant,47361.63
2026-01-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,47348.14
2025-04-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,47158.29
2026-04-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,46092.79
2025-10-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,45514.13
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,45002.91
2025-10-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,44884.96
2025-10-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,43694.39
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,43602.11
2026-01-01,Direct,Open Auction - Seedtag,Native,StackAdapt,StackAdaptDSP,43467.08
2025-01-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,43302.9
2026-01-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,42381.13
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,42253.17
2025-07-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,41404.62
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,41230.53
2025-01-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,41205.01
2026-01-01,Direct,Select - BFM,CTV,Viant,Viant,41013.28
2026-04-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,40952.42
2025-10-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,40648.81
2025-01-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,40560.68
2026-04-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,40415.98
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,40371.6
2025-07-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,40111.13
2025-01-01,Direct,Open Auction - BFM,Display,Viant,Viant,39805.26
2025-04-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,39721.78
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,Sportradar,Sportradar,39653.55
2025-04-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,39429.04
2025-10-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,39128.87
2025-07-01,Direct,Select - BFM,CTV,Walmart,Walmart,39003.18
2026-01-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,38842.85
2026-07-01,Direct,Select - BFM,CTV,Yahoo DSP,Yahoo DSP,38530.54
2026-04-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,38423.66
2026-01-01,Direct,Open Auction - Seedtag,Display,Viant,Viant,38161.11
2025-04-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,38063.91
2025-07-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,37664.21
2026-01-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,37018.2
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,36627.58
2026-01-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,36279.1
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,35886.46
2026-04-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,34525.21
2025-07-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,34416.11
2025-04-01,Direct,Select - BFM,CTV,Walmart,Walmart,34154.06
2025-01-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,34116.47
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,33834.1
2025-07-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,33631.86
2025-04-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,33575.18
2025-01-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,33434.5
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),33329.84
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,33300.98
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,33285.05
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,33141.01
2025-04-01,Direct,Open Auction - BFM,CTV,MadHive,MadHive,32994.54
2025-01-01,Direct,DSP Marketplace - BFM,CTV,BidSwitch,Bidswitch,32866.94
2025-10-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,32772.46
2025-07-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,32579.8
2025-01-01,Direct,Open Auction - BFM,CTV,MadHive,MadHive,32014.77
2026-01-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,31956.34
2026-07-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,31815.1
2025-07-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,31254.04
2025-04-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,31017.33
2025-10-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,30613.0
2025-07-01,Direct,Open Auction - Seedtag,Display,Outbrain/Teads,Outbrain,30503.89
2026-07-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,30400.06
2025-01-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,30300.59
2026-01-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,29978.2
2025-07-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,29602.01
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,29381.87
2025-01-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,29372.29
2025-01-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,29305.7
2026-07-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,28554.59
2025-01-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,28248.15
2026-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,28099.39
2025-04-01,Direct,Open Auction - BFM,Display,Viant,Viant,28073.59
2025-10-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,27688.89
2025-07-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,27635.17
2025-04-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,27632.13
2025-07-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,27602.81
2026-07-01,Direct,Select - BFM,CTV,TheTradeDesk,TheTradeDesk,26610.71
2025-04-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,26529.1
2026-04-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,26382.13
2025-07-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,26128.44
2026-07-01,Direct,Open Auction - Seedtag,Display,Xandr,AppNexus,25723.23
2026-04-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,25616.83
2026-07-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,25554.31
2025-01-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,25179.7
2025-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,25072.93
2025-04-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,24382.68
2025-04-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,23825.23
2026-04-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,23708.7
