dsp_group_name,connection_type,business_line,product_category,ytd_current_year,ytd_previous_year,change_pct
Walmart,Direct,DSP Marketplace - BFM,CTV,8320.27,2535.72,228.12258451248567
Hawk DSP,Reseller,Open Auction - Seedtag,Online Video,8252.521122955182,2060.94000729431,300.42510183445097
Basis Technologies,Direct,Select - BFM,CTV,8042.880000000001,3366.36,138.9191886785727
SmartyAds,Direct,Open Auction - BFM,CTV,7808.849999999998,25108.23999999999,-68.8992537907874
Jaduda (Splicky),Reseller,Open Auction - Seedtag,Display,7531.9092099468135,3243.021427068088,132.24975163843342
Mediasmart,Reseller,Open Auction - Seedtag,Online Video,7458.264820042223,665.7500786771416,1020.2799757623673
Pubmatic,Reseller,PMP Web - O&O,Online Video,7382.3740234375,0,
RtbHouse,Direct,PMP Web - O&O,Native,7332.059593609534,861.041680008173,751.5336439392735
Walmart,Direct,PMP CTV - O&O,CTV,7287.639999999999,0,
Simpli.fi,Reseller,PMP External Web,Display,7110.834230053531,0,
Soapbox,Reseller,Open Auction - Seedtag,Display,7105.804313385044,1716.3205307405442,314.01382702793217
Demandbase,Direct,Open Auction - BFM,CTV,6295.629999999999,2438.120000000001,158.2165767066427
Bidtellect,Reseller,Open Auction - Seedtag,Online Video,6216.110498314731,533.3744189088466,1065.430938932424
Quantcast,BidSwitch,Open Auction - BFM,CTV,6016.579999999998,264.68999999999994,2173.0666062185956
Cox Automotive DSP,Reseller,Open Auction - Seedtag,Display,5692.284018903476,1814.4029182529048,213.72767105029774
OnSpot Data,BidSwitch,Open Auction - BFM,CTV,5475.189999999999,3322.39,64.79672765689756
LoopMe,Direct,DSP Marketplace - BFM,CTV,5463.900000000001,0,
AdMixerBidswitch,BidSwitch,Open Auction - Seedtag,Display,5434.210742877654,0,
Outbrain/Teads,Reseller,Open Auction - Seedtag,Online Video,5410.551473718184,488.53186648069595,1007.5124971263216
Yahoo DSP,Direct,Open Auction - BFM,Display,5397.680000000001,1005.8099999999998,436.6500631331964
Sharethrough,Reseller,Open Auction - Seedtag,Native,5377.230384817245,731.4748768222635,635.1216774768089
Pelmorex Audience,Reseller,Open Auction - Seedtag,Display,5216.62531430152,964.2327757208841,441.0130671404986
Active Agent,Reseller,Open Auction - Seedtag,Online Video,5114.678580368861,310.58045290683185,1546.8127766891905
DV360,Unknown,Direct External Web,Other,4806.849280995308,0,
Illumin,Reseller,Open Auction - Seedtag,Online Video,4699.731494235632,3049.559806433029,54.111799490587984
Exponential DSP,Reseller,Open Auction - Seedtag,Display,4607.010766913023,151.51841361556944,2940.561643287707
Marketing Architects,Direct,DSP Marketplace - BFM,CTV,4420.98,0,
StackAdapt,BidSwitch,Open Auction - Seedtag,Online Video,4224.697771516938,0,
Quantcast,Reseller,PMP External Web,Online Video,4158.387349,0,
Sqreem,Reseller,Open Auction - Seedtag,Display,4132.992030865704,266.4175220686375,1451.3213991236341
AdRoll,Reseller,Open Auction - Seedtag,Display,4102.629887586293,51.7447411891917,7828.592922295337
Viant,Reseller,PMP Web - O&O,Online Video,4077.5584845095873,0,
TAPTAP,Reseller,PMP Web - O&O,Display,4041.2814887799323,93.6803149820771,4213.906811215472
Yoc,Reseller,Open Auction - Seedtag,Display,4008.821997603867,1.044330761214951,383765.16480086185
StackAdapt,Direct,PMP Web - O&O,Display,3933.1142863812856,0,
Basis Technologies,Reseller,PMP Web - O&O,Display,3761.9075021743774,0,
Conversant,Direct,Open Auction - BFM,Display,3751.0400000000004,7768.029999999998,-51.711823975963
TheTradeDesk,Direct,PMP - Curation,Online Video,3516.9335262689856,0,
Crimtan DSP,Reseller,Open Auction - Seedtag,Display,3324.3010221455797,126.95285950321704,2518.531819727417
BidSwitch,Reseller,PMP Web - O&O,Display,3257.462196493987,30381.54839490913,-89.27815608950391
Soapbox,Reseller,Open Auction - Seedtag,Online Video,3256.2750067338347,717.9635600375477,353.543214165847
Sqreem,Reseller,Open Auction - Seedtag,Online Video,3243.722358604464,456.8945385513507,609.9499085476374
MadHive,Reseller,Open Auction - Seedtag,Online Video,3235.939189869974,804.4903649796033,302.23467312153787
VDX,Reseller,Open Auction - Seedtag,Online Video,3042.340589560161,13761.89053506697,-77.89300400400725
AdRoll,Reseller,Open Auction - Seedtag,Online Video,2939.5572918894113,0,
Walmart,Direct,Open Auction - BFM,Display,2935.490000000001,9528.730000000003,-69.19327129638471
Converge Digital,Reseller,Open Auction - Seedtag,Display,2886.1570999955293,0,
Infillion,Reseller,Open Auction - Seedtag,Online Video,2874.2006372797396,402.56561815549503,613.9707187238108
Infillion,BidSwitch,Open Auction - BFM,CTV,2782.72,20026.090000000004,-86.10452664499161
Madopi,Reseller,Open Auction - Seedtag,Online Video,2664.782317492067,0,
Tara Group,Reseller,Open Auction - Seedtag,Online Video,2660.0138534903526,2649.852497152053,0.38346875342007897
A.Mob,Reseller,Open Auction - Seedtag,Native,2439.1879921270956,6.516197490593186,37332.6897803254
Eskimi,Reseller,Open Auction - Seedtag,Online Video,2366.284366911642,1582.7980852834735,49.5000776733849
Kayzen OpenRTB,Reseller,Open Auction - Seedtag,Online Video,2360.3764332536084,323.3485865506009,629.9788931918627
Xandr,Reseller,PMP External Web,Display,2318.9629487165676,10630.911805442744,-78.18660345268484
DEFINE MEDIA,Reseller,Open Auction - Seedtag,Display,2237.628631592728,728.3917381801002,207.20126469082192
DeepIntent,Direct,Open Auction - BFM,CTV,2142.4700000000003,224.06999999999994,856.1610211094751
Hawk DSP,Reseller,Open Auction - Seedtag,Native,2137.192983773697,122.24717208783841,1648.2555606587425
Vericast - RTB,Reseller,Open Auction - Seedtag,Display,1988.185406523985,3451.7043974091866,-42.39989357094726
Viant,Direct,PMP Web - O&O,Online Video,1961.9039105847478,0,
Bidtheatre,Reseller,Open Auction - Seedtag,Display,1947.5910501060716,1609.9054578356663,20.975492108982905
AdXperience,Reseller,Open Auction - Seedtag,Display,1887.3781442222535,518.7627432970912,263.82299396187886
Adtheorent,Reseller,Open Auction - Seedtag,Display,1864.0456205043702,30.776268825196894,5956.7628619693305
Opera,Reseller,Open Auction - Seedtag,Online Video,1812.7944984414726,275.5767399817414,557.8183988102845
IQM,Reseller,Open Auction - Seedtag,Display,1758.1933235461038,424.9623434136738,313.7292046685215
Samsung DSP,Reseller,Open Auction - Seedtag,Online Video,1741.111905912403,327.07719486381393,432.3244583399814
Storygize,Reseller,Open Auction - Seedtag,Online Video,1737.0743523384735,234.16431236633798,641.8185695269015
BLUE MEDIA SERVICES LTDA,Reseller,Open Auction - Seedtag,Display,1700.2265629517715,142.65364485557802,1091.8563768020606
Opera,Direct,Open Auction - Seedtag,Online Video,1692.9080718173927,5860.324359537233,-71.1123827290837
Blockboard DSP,Reseller,Open Auction - Seedtag,Display,1681.6905211808116,197.31432355487777,752.2901383350884
Xandr,Direct,PMP Web - O&O,Online Video,1664.2613014392555,23.268350545316935,7052.46789065678
Infillion,Reseller,Open Auction - Seedtag,Display,1661.8794221177413,248.7826617503888,568.0045186529741
Emodo,Reseller,Open Auction - Seedtag,Display,1631.8025538629781,0,
AdElement,Reseller,Open Auction - Seedtag,Display,1609.1673821709483,0,
SmartAdServerVideo,Reseller,PMP External CTV,CTV,1571.1944889334527,0,
TheTradeDesk,Direct,PMP - Curation,Display,1560.5733549394063,0,
Infillion,BidSwitch,DSP Marketplace - BFM,CTV,1559.9399999999998,47005.71000000001,-96.68138190019891
Molocoads DSP,Reseller,Open Auction - Seedtag,Display,1549.6868983205113,182.3075944107677,750.0396833874198
iPROM DSP,Reseller,Open Auction - Seedtag,Display,1538.989761350911,915.6919522778408,68.06850355325044
DeepIntent,Direct,Open Auction - Seedtag,Online Video,1502.6807022458815,0,
ThinkNear,Reseller,Open Auction - Seedtag,Online Video,1490.2742832827207,24.723959767085034,5927.652112857425
Knorex,BidSwitch,Open Auction - BFM,CTV,1472.1899999999998,70.5,1988.2127659574464
SundaySky,Direct,Open Auction - BFM,CTV,1446.9299999999996,27661.750000000004,-94.76920296076713
Bigo Technology Pte Ltd,Reseller,Open Auction - Seedtag,Native,1410.607985317325,0,
LiquidM,Reseller,Open Auction - Seedtag,Online Video,1399.512925654839,443.5049158151742,215.55747766233793
Digital East OpenRTB,Reseller,Open Auction - Seedtag,Display,1285.0040716013027,952.4927309195264,34.90959352107322
DV360,BidSwitch,Select - BFM,Display,1279.66,18659.030000000002,-93.14187286263005
DBM,Direct,Open Auction - BFM,CTV,1194.5000000000007,0,
Exponential DSP,Reseller,Open Auction - Seedtag,Online Video,1148.3358196310073,70.39801349480331,1531.204863068723
Amazon DSP,BidSwitch,PMP CTV - O&O,CTV,1135.6499999999999,4977.76,-77.18552119829
Driftpixel DSP,Reseller,Open Auction - Seedtag,Display,1124.1281658037678,0,
Crimson,Reseller,Open Auction - Seedtag,Native,1120.806125889143,0,
Madopi,BidSwitch,Open Auction - Seedtag,Online Video,1118.396084901533,0,
Adtheorent,Direct,Open Auction - BFM,Display,963.4699999999998,14887.45,-93.52830739985694
Active Agent,Reseller,PMP Web - O&O,Display,954.0391948595643,0,
Amobee,Direct,DSP Marketplace - BFM,CTV,884.44,0,
DV360,BidSwitch,Open Auction - BFM,Display,840.32,6343.340000000002,-86.75272017580645
Tara Group,Reseller,Open Auction - Seedtag,Display,833.5409274706035,757.3122897739522,10.065680793243766
Krush Media,Reseller,Open Auction - Seedtag,Online Video,832.6877989449094,85.65565717121353,872.1340381295358
Proof140,Reseller,Open Auction - Seedtag,Display,825.7731927458535,0,
Account Insight - RTB,Reseller,Open Auction - Seedtag,Display,818.8964917030535,518.0096945160767,58.08516720291585
AdMatrix,Reseller,Open Auction - Seedtag,Display,761.8104893297168,21.736338078047993,3404.7784341332363
Driftpixel DSP,Reseller,Open Auction - Seedtag,Online Video,737.0184890839519,0,
Knorex,Reseller,Open Auction - Seedtag,Display,709.0867108139992,114.25492348834814,520.6180785603631
Delta Projects,Reseller,Open Auction - Seedtag,Display,696.7012273599394,27.71751123687136,2413.5778656532084
Basis Technologies,Reseller,PMP External Web,Native,673.3432738412337,0,
Cloud Technologies S.A.,Reseller,Open Auction - Seedtag,Display,668.5694573945566,1.1135720858728746,59938.273756700524
Appier,Reseller,Open Auction - Seedtag,Display,661.7871693625548,333.75257073824423,98.2867631247646
S4M OpenRTB,Reseller,Open Auction - Seedtag,Display,654.3559472112102,141.72542111427174,361.7068286455185
Adtelligent,Direct,DSP Marketplace - BFM,CTV,645.6400000000001,1383.1599999999996,-53.32138002834088
IQM,Direct,Open Auction - BFM,CTV,641.5999999999999,212.78000000000003,201.53209888147373
SurfSide,Reseller,Open Auction - Seedtag,Display,640.8972372790449,1329.2818722653174,-51.786204968939394
TAPTAP,Reseller,Open Auction - Seedtag,Native,633.7411824697192,0.0003286800056230277,192813935.4228224
iPromote,Reseller,Open Auction - Seedtag,Display,616.7336652718277,56.538971943773504,990.8116013944378
SundaySky,Direct,Select - BFM,CTV,611.9900000000001,5855.029999999999,-89.54761973892533
AppNexus,Direct,Direct External Web,Display,608.5247303011334,135277.0737931737,-99.5501641828596
Viant,Reseller,Open Auction - Seedtag,Native,597.2308664378161,2881.1595189630825,-79.27116279029364
Pubmatic,Reseller,Unknown,Other,570.7316062399999,23180.553695627885,-97.53788622250363
SmartAdServerORTB,Reseller,Unknown,Other,512.8507253583989,8424.869290917208,-93.91265659265123
Simpli.fi,Reseller,Open Auction - Seedtag,Native,512.3983652793395,0,
Smaato,Reseller,Open Auction - Seedtag,Native,491.61042912479843,72.90495120645937,574.3169304545694
Digital To Store Limited,Reseller,Open Auction - Seedtag,Display,486.5440187545355,99.61387642398768,388.42996199008724
So-Net Media Networks OpenRTB,Reseller,Open Auction - Seedtag,Display,456.24647563163035,128.9874884365845,253.71374476830727
Unicorn OpenRTB,Reseller,Open Auction - Seedtag,Online Video,444.1401327890999,537.0392431969085,-17.298383979315016
Krush Media,Direct,Open Auction - BFM,CTV,433.5099999999999,1911.3199999999997,-77.318816315426
ThinkNear,Reseller,Open Auction - Seedtag,Display,423.8528850412695,3.5869604323233943,11716.491791260874
Madopi,BidSwitch,Open Auction - BFM,CTV,402.1799999999999,0,
GeoSpot,Reseller,Open Auction - Seedtag,Display,401.5766856947521,1.5109769126356696,26477.288000665914
Adform,Reseller,Open Auction - Seedtag,Native,395.6778841441055,725.5440663725094,-45.464665416896096
Adipolo,Reseller,Open Auction - Seedtag,Online Video,377.7813840656254,0,
IntentIQ LLC OpenRTB (m),Reseller,Open Auction - Seedtag,Display,364.22851544903824,112.22897458227817,224.54053581502896
Seedtag POC,Direct,Open Auction - BFM,CTV,341.24,0,
IQZone DSP,Reseller,Open Auction - Seedtag,Display,302.498131318358,0,
GroundTruth,Direct,Open Auction - BFM,Display,301.03999999999996,312.0900000000001,-3.540645326668628
DV360,BidSwitch,PMP - Curation,Display,294.0496030623126,0,
YMT,Reseller,Open Auction - Seedtag,Online Video,292.5675642459537,0,
Pelmorex Audience,Reseller,Open Auction - Seedtag,Online Video,282.36541877128184,2.6369363986887038,10608.086054396175
SmartyAds,Direct,DSP Marketplace - BFM,CTV,277.04,0.13,213007.69230769234
GroundTruth,Reseller,Open Auction - Seedtag,Online Video,273.4368815089474,50.79099078998843,438.35705359550775
MediaForce,Reseller,Open Auction - Seedtag,Online Video,273.12461372243706,2405.4266265244078,-88.6454813998183
JamLoop OpenRTB,Reseller,Open Auction - Seedtag,Online Video,265.00921198067954,885.3965949440608,-70.0688693073839
Valassis OpenRTB,Reseller,Open Auction - Seedtag,Online Video,260.9365826186395,684.2881538332222,-61.86744120047471
DV360,Unknown,Unknown,Other,258.92293186943476,5399.882388184187,-95.20502645694654
SmartyAds,Direct,Open Auction - BFM,Display,258.31000000000006,3161.060000000001,-91.82837402643418
Octillion,Reseller,Open Auction - Seedtag,Online Video,219.67308020161,492.7881952059688,-55.422414266682246
Piximedia,Reseller,Open Auction - Seedtag,Display,214.80806921551994,432.1133078616258,-50.28894845231029
IPONWEB BidCore,BidSwitch,Open Auction - BFM,CTV,212.41000000000003,1065.8799999999997,-80.07186550080684
Amazon DSP,BidSwitch,PMP Web - O&O,Online Video,212.0353286828613,0,
Mediasmart,Reseller,Open Auction - Seedtag,Native,208.76843480627576,0.8579346338519827,24233.839265695628
Samsung DSP,BidSwitch,Open Auction - BFM,CTV,205.86999999999998,243.75,-15.54051282051283
Craid OpenRTB,Reseller,Open Auction - Seedtag,Display,203.86545360839227,63.162687820076826,222.7624736127708
IQZone DSP,Reseller,Open Auction - Seedtag,Online Video,202.75681823315244,0,
Hybe.io - RTB,Reseller,Open Auction - Seedtag,Display,199.8388411067035,2.83959003108248,6937.594825987009
MediaForce,Reseller,Open Auction - Seedtag,Display,190.90178948594257,6160.874331976571,-96.90138478405392
Xandr,Direct,PMP Web - O&O,Display,189.36188473785296,84442.16234886879,-99.7757496024847
Pinterest,Reseller,Open Auction - Seedtag,Display,177.3375977254691,0,
Chalk Digital OpenRTB,Reseller,Open Auction - Seedtag,Online Video,174.9270501325518,22.847624239162542,665.6246807171913
Jaduda (Splicky),Reseller,Open Auction - Seedtag,Online Video,166.47586821384448,125.21206570291724,32.955132781557374
MadHive,Reseller,Open Auction - Seedtag,Display,160.7126498184216,82.45134040925768,94.91817721907732
AdPilot,Reseller,Open Auction - Seedtag,Display,148.18205687305817,5.4600001021753997e-05,271395603.4799665
FreakOut,Reseller,Open Auction - Seedtag,Display,139.01739564383115,10.069172582376268,1280.6238249123726
Madopi,Reseller,Open Auction - Seedtag,Native,134.41753247274391,0,
Metax,Direct,Open Auction - BFM,CTV,132.47,139.92999999999998,-5.331237047094962
RtbHouse,Direct,PMP Web - O&O,Online Video,132.370628629782,0.5306614409200847,24844.459578648082
Crimson,Reseller,Open Auction - Seedtag,Display,132.3102593905969,7245.386337768636,-98.17386881496033
Samsung DSP,Reseller,Open Auction - Seedtag,Display,127.5799745315453,44.32790049922187,187.8096483134473
SmartClip,Direct,Open Auction - BFM,CTV,127.30000000000003,0,
Krush Media,Reseller,Open Auction - Seedtag,Display,125.71389445095701,234.6332154461852,-46.42110060508872
GroundTruth,Direct,DSP Marketplace - BFM,Display,125.13000000000001,397.37,-68.51045624984272
Infillion,Reseller,Open Auction - Seedtag,Native,119.62291189884127,0.060080899915192276,199003.06281646254
DeepIntent,Direct,Open Auction - Seedtag,Display,113.99948084252901,0,
LoopMe,Reseller,Open Auction - Seedtag,Native,109.36564819447813,8.944653720056522,1122.6929249284235
Xandr,Direct,DSP Marketplace - BFM,CTV,109.27999999999999,1988.0999999999995,-94.50329460288718
DV360,BidSwitch,PMP - Curation,Online Video,106.37189785559895,0,
AppNexus,Reseller,PMP External Web,Display,101.64261883693834,7731.422550350815,-98.68533095720753
StackAdapt,Reseller,PMP External Web,Online Video,101.31917306006392,13349.038393265271,-99.24100021233603
StackAdapt,Reseller,PMP External Web,Display,98.1367646634103,30974.99428728846,-99.68317422836884
Converge Digital,Reseller,Open Auction - Seedtag,Online Video,96.94386619701982,0,
MediaMath,Reseller,Open Auction - Seedtag,Display,94.4285424076338,61.848514606857094,52.677138663512196
Proof140,Reseller,Open Auction - Seedtag,Online Video,88.21565826656206,0,
Beeswax,Direct,Select - BFM,CTV,88.12999999999998,5091.549999999999,-98.26909290883916
DSP Not Found,Reseller,PMP Web - O&O,Online Video,87.71907684532925,0,
Krush Media,Direct,Open Auction - BFM,Display,87.54999999999998,50.23999999999999,74.26353503184714
Sift,Reseller,Open Auction - Seedtag,Display,82.0431133200891,66.37317584796892,23.60884087875041
Pinterest,Reseller,Open Auction - Seedtag,Online Video,81.6131007825752,0,
Adobe DSP,Reseller,Open Auction - Seedtag,Native,79.73982804577099,40.59494995250134,96.4279501245146
Xandr,Direct,Direct Web - O&O,Native,76.05340674519539,24.7642520070076,207.1096462904447
Active Agent,Reseller,Open Auction - Seedtag,Native,74.26646648025962,0.4546654505029437,16234.310512951279
Knorex,Reseller,Open Auction - Seedtag,Online Video,71.39914443743328,0.10026645613834262,71109.40261309358
A.Mob,Reseller,Open Auction - Seedtag,Display,70.23032180869632,0.6109827276668511,11394.649296696749
DV360,Unknown,PMP External Web,Online Video,69.15719707556315,0,
GroundTruth,Reseller,Open Auction - Seedtag,Display,68.83895584508718,317.56561781575147,-78.32291911241258
Temu,Reseller,Open Auction - Seedtag,Online Video,67.79383720511669,0.11099180513701867,60980.038405921616
Loblaw Media (Previously EyeReturn),Reseller,Open Auction - Seedtag,Display,67.10649607749656,7.263284158078022,823.9139570611812
AdElement,BidSwitch,Open Auction - BFM,Display,65.42,0.9,7168.888888888889
Streamworx Lda.,BidSwitch,Open Auction - BFM,CTV,63.730000000000004,229.38000000000005,-72.21640945156508
Arpeely DSP,Reseller,Open Auction - Seedtag,Display,57.31849250313826,0,
DeepIntent,Direct,Open Auction - BFM,Display,56.319999999999986,80.26999999999998,-29.83680079730908
StackAdaptDSP,Direct,Open Auction - BFM,CTV,55.74999999999999,0,
Unicorn OpenRTB,Reseller,Open Auction - Seedtag,Display,55.17678817957494,2.009458650725719,2645.853374969809
YMT,Reseller,Open Auction - Seedtag,Display,54.4805662673607,0,
AppNexus,Reseller,Unknown,Other,53.43698899999999,1540.9372882400003,-96.53217626649598
So-Net Media Networks OpenRTB,Reseller,Open Auction - Seedtag,Online Video,53.30011675348942,10.277095727600681,418.6301477210528
Loblaw Media (Previously EyeReturn),Reseller,Open Auction - Seedtag,Online Video,50.67305650014896,820.3556914832443,-93.82303834468077
iPromote,Reseller,Open Auction - Seedtag,Online Video,48.01029228261905,0.15124829165870324,31642.70053307832
DV360,BidSwitch,DSP Marketplace - BFM,CTV,45.60999999999995,456.4600000000001,-90.00788678087895
Beeswax,Direct,Open Auction - BFM,Display,43.06999999999999,1854.6000000000004,-97.67766634314677
Pontiac Intelligence,Reseller,Open Auction - Seedtag,Online Video,42.35903107631748,0.15197999775409698,27771.451310885146
Vericast - RTB,Reseller,Open Auction - Seedtag,Online Video,41.944402118951984,58.2470890659788,-27.988844092380496
Bidtheatre,Reseller,Open Auction - Seedtag,Online Video,41.46684979140991,0.26537657363223843,15525.663269311442
AllMediaDesk Gmbh OpenRTB,Reseller,Open Auction - Seedtag,Display,39.4301339757003,1.4577609302650671,2604.8422794902763
Equative,Direct,Open Auction - BFM,CTV,35.940000000000005,0,
Viant,Direct,Select - BFM,Display,34.44,0,
"Front Porch, Inc. RTB",Reseller,Open Auction - Seedtag,Display,33.54622155739344,38.34326436427364,-12.510783540250285
Digital East OpenRTB,Reseller,Open Auction - Seedtag,Online Video,33.075373232364655,0,
Xandr,Direct,PMP External Web,Display,30.31538802915456,7731.694141716527,-99.60790756238549
MGID Inc,Reseller,Open Auction - Seedtag,Display,29.95781695597543,0,
Opt Out Advertising B.V.,Reseller,Open Auction - Seedtag,Online Video,29.713221662910655,0,
DV360,Unknown,PMP External Web,Display,29.26131030598836,6232.081218495033,-99.53047289853751
Webeye,BidSwitch,Open Auction - BFM,Display,28.83,27.680000000000003,4.154624277456629
Groundhog - RTB,Reseller,Open Auction - Seedtag,Display,28.329547790861398,1.2547139831849563,2157.849053291802
Stirista,Direct,DSP Marketplace - BFM,Display,27.389999999999997,0,
DeepIntent,Reseller,Open Auction - Seedtag,Native,26.85882212157594,1.4555976698175073,1745.209200214185
Nativo Inc,Reseller,Open Auction - Seedtag,Display,25.95122851913038,0,
Knorex,Reseller,Open Auction - Seedtag,Native,25.063303584392997,0.19757125714386348,12585.703349117683
Sift,Reseller,Open Auction - Seedtag,Native,21.554748967071646,0.22569256347196642,9450.491445301426
Arago DSP,Reseller,Open Auction - Seedtag,Native,21.52145439668857,0,
MediaMath,Reseller,Open Auction - Seedtag,Online Video,21.37063730877344,2.0930457054346334,921.0306088053485
OneTag,Reseller,Open Auction - Seedtag,Online Video,19.193761304341024,69.05460852192482,-72.20495240625829
Chalk Digital OpenRTB,Reseller,Open Auction - Seedtag,Display,19.057659422860525,9.903469964323449,92.43416187976938
InMobi,Reseller,Open Auction - Seedtag,Display,16.18118687670085,81.57628149745779,-80.16434853407101
Conversant,Reseller,Open Auction - Seedtag,Native,14.915209875733126,1.3574599795392714,998.7587185292506
Hawk DSP,Reseller,PMP Web - O&O,Online Video,14.722277264110744,46412.215218156576,-99.96827930493102
R&R Digital Pty Ltd,Reseller,Open Auction - Seedtag,Display,14.619722404459026,0,
Adtheorent,Direct,DSP Marketplace - BFM,Display,13.89,0,
Eskimi,Reseller,Open Auction - Seedtag,Native,13.641798007284706,0.9550915481522679,1328.3236024521732
AdXperience,Reseller,Open Auction - Seedtag,Online Video,13.244002706574975,0.5020032442407683,2538.2305012002976
AdIngenious,BidSwitch,Open Auction - BFM,Display,13.240000000000002,0,
OnSpot Data,BidSwitch,Open Auction - BFM,Display,12.97,3.84,237.7604166666667
WMG,Reseller,Open Auction - Seedtag,Display,12.56554230342772,0,
Aqua DSP - RTB,Reseller,Open Auction - Seedtag,Display,11.11656424542889,0,
AppNexus,Reseller,PMP External Web,Online Video,11.027350000000002,21598.256566859178,-99.94894333269048
IQM,Direct,DSP Marketplace - BFM,CTV,10.76,419.9200000000001,-97.43760716326919
EQ Ads,Reseller,Open Auction - Seedtag,Display,10.173127329093404,2.3117100126110017,340.06935444308544
Xandr,Reseller,PMP External Web,Online Video,9.661993353129443,2108.492952069345,-99.54175832821036
Paytunes OpenRTB,Reseller,Open Auction - Seedtag,Online Video,9.154937807717943,0,
Infillion,BidSwitch,Open Auction - BFM,Display,8.22,49.609999999999985,-83.43075992743397
Zeasn,Direct,Open Auction - BFM,CTV,8.110000000000001,0,
Paytunes OpenRTB,Reseller,Open Auction - Seedtag,Display,7.677318488225865,0.007764699847029988,98774.6331406803
Xandr,Direct,PMP CTV - O&O,CTV,7.419999999999999,2287.47,-99.67562416119118
Arago DSP,Reseller,Open Auction - Seedtag,Display,6.975580940295913,0.03290569441014668,21098.70455657349
IQM,Direct,Open Auction - BFM,Display,6.380000000000001,29.299999999999994,-78.22525597269625
AllMediaDesk Gmbh OpenRTB,Reseller,Open Auction - Seedtag,Online Video,6.259194227190164,0.0012293500476516783,509046.6209438528
iPromote,Reseller,Open Auction - Seedtag,Native,6.207065311828046,0.0023973720672074705,258811.2218637893
Epom,Reseller,Open Auction - Seedtag,Display,6.157313888554199,106.50087876677935,-94.21853231649123
Knorex,BidSwitch,Open Auction - BFM,Display,5.880000000000001,26.789999999999996,-78.05151175811869
BLUE MEDIA SERVICES LTDA,Reseller,Open Auction - Seedtag,Online Video,5.559602603359963,0,
Pubeasy - RTB,Reseller,Open Auction - Seedtag,Display,4.991913997384472,6.486442899994245,-23.04080873988883
SmartyAds,Reseller,Open Auction - Seedtag,Display,4.88286054051423,71.38343912934943,-93.15967316779694
Zeta DSP,BidSwitch,Open Auction - BFM,Display,3.5899999999999994,0.02,17849.999999999996
Stirista,Direct,Open Auction - BFM,Display,3.5399999999999996,0,
Molocoads DSP,Reseller,Open Auction - Seedtag,Native,3.5051878838276025,0,
Stirista,Reseller,Open Auction - Seedtag,Display,2.5453987141954713,48.05281081289286,-94.70291399995996
RtbHouse,Reseller,PMP Web - O&O,Online Video,2.489949998445809,0,
Pontiac Intelligence,Reseller,Open Auction - Seedtag,Display,2.283550345688127,0,
BidSwitch,Direct,Open Auction - BFM,CTV,1.5300000000000002,126.82,-98.79356568364612
MarketOps,Reseller,Open Auction - Seedtag,Display,1.4569842742348555,0,
SurfSide,Reseller,Open Auction - Seedtag,Online Video,1.445875353179872,0,
Yoc,Reseller,Open Auction - Seedtag,Online Video,1.3995135314762592,0,
Quantcast,BidSwitch,Open Auction - BFM,Display,1.2900000000000003,6.960000000000001,-81.46551724137932
Excelate,Reseller,Open Auction - Seedtag,Display,1.2328959551668959,920.1333509590477,-99.86600899164432
BidSwitch,Direct,Open Auction - BFM,Display,1.0899999999999999,0.1,989.9999999999998
Media.net,Reseller,Open Auction - Seedtag,Native,1.0151395394350402,0,
RtbHouse,Reseller,PMP External Web,Display,0.8756281653730253,0,
RtbHouse,Reseller,PMP Web - O&O,Display,0.818976002978161,0,
Stirista,Direct,Open Auction - BFM,CTV,0.72,1.9700000000000004,-63.4517766497462
Carta OpenRTB,Reseller,Open Auction - Seedtag,Display,0.7063602778653149,0.1198163967274013,489.5355703880673
Octillion,Reseller,Open Auction - Seedtag,Display,0.6908288699341938,0.5470384475775063,26.28524978334631
Streamworx Lda.,BidSwitch,Open Auction - BFM,Display,0.67,18.32,-96.34279475982531
TheTradeDesk,Direct,Direct External Web,Online Video,0.6621190446671844,62358.5234614291,-99.99893820602556
Equativ Direct Demand,Reseller,PMP Web - O&O,Display,0.5861788359470665,971.7194087905809,-99.93967612145603
Addictive Mobility,Reseller,Open Auction - Seedtag,Display,0.4475260333856568,0,
WMG,Reseller,Open Auction - Seedtag,Online Video,0.4400153643764497,0,
S4M OpenRTB,Reseller,Open Auction - Seedtag,Online Video,0.42089135228889063,0.002517150016501546,16620.948276013572
Excelate,Reseller,Open Auction - Seedtag,Online Video,0.3469426275987644,89.84587349544745,-99.61384689791419
ZetaBidswitch,Direct,Open Auction - BFM,CTV,0.32000000000000006,0,
4INFO,Direct,Open Auction - BFM,CTV,0.32,2661.4000000000005,-99.98797625309987
Quantcast,Reseller,PMP Web - O&O,Display,0.3064320064149797,0,
Deqwas OpenRTB,Reseller,Open Auction - Seedtag,Display,0.29518257586460095,0.05664438138046535,421.11536690980444
Between Exchange,BidSwitch,Open Auction - BFM,Display,0.29000000000000004,0,
Beeswax,Reseller,Open Auction - Seedtag,Display,0.26660665043164045,0.08755200187442824,204.51234092170952
Hybrid Adtech Inc,Reseller,Open Auction - Seedtag,Online Video,0.2534756170316541,0,
Cepia,Direct,Open Auction - BFM,CTV,0.22,77.71000000000001,-99.71689615236134
