dsp_group_name,connection_type,business_line,product_category,ytd_current_year,ytd_previous_year,change_pct
Aroscop,BidSwitch,Open Auction - BFM,Display,0.19000000000000003,0.51,-62.74509803921568
SmartyAds,Reseller,Open Auction - Seedtag,Online Video,0.16049193384242244,1.5701791858882643,-89.77875039455253
inMarket OpenRTB,Reseller,Open Auction - Seedtag,Display,0.14761996339075267,0.08555737923597917,72.53913655255411
Account Insight - RTB,Reseller,Open Auction - Seedtag,Online Video,0.14568500127643347,0,
IPONWEB BidCore,BidSwitch,Open Auction - BFM,Display,0.14,42.74999999999999,-99.67251461988303
RtbHouse,Reseller,PMP Web - O&O,Native,0.1130024999147281,0,
Adform,BidSwitch,Open Auction - BFM,CTV,0.11,0.09,22.22222222222223
R&R Digital Pty Ltd,Reseller,Open Auction - Seedtag,Online Video,0.1005973184328468,0,
Equativ,Direct,Open Auction - BFM,CTV,0.09,0,
Webeye,BidSwitch,Open Auction - BFM,CTV,0.08999999999999998,46.25,-99.80540540540541
Undertone DSP,Reseller,Open Auction - Seedtag,Online Video,0.08948259794851765,0,
Undertone DSP,Reseller,Open Auction - Seedtag,Display,0.07853499522752827,0.014636650106695015,436.5639996518413
Danoler,Reseller,Open Auction - Seedtag,Display,0.07750782993389294,0,
Madopi,BidSwitch,Open Auction - BFM,Display,0.06999999999999999,0,
A.Mob,Reseller,Open Auction - Seedtag,Online Video,0.0574699982535094,5.696550289052539,-98.99114384430251
CyberAgent Dynalyst OpenRTB,Reseller,Open Auction - Seedtag,Display,0.05520375152264023,0,
PulsePoint,Reseller,Open Auction - Seedtag,Display,0.05215613901418692,10927.049488037948,-99.99952268781183
BidSwitch,Reseller,PMP External Web,Online Video,0.05136991526466782,0,
Beeswax,Reseller,Open Auction - Seedtag,Online Video,0.04819176148157567,0,
Travelaudience,Reseller,PMP Web - O&O,Display,0.04733792063780129,13.863622311560903,-99.65854580012378
InMobi,Reseller,Open Auction - Seedtag,Online Video,0.040410802386759315,0.0031744779753353214,1172.9904790878477
Conversant,Direct,DSP Marketplace - BFM,Display,0.04,11.84,-99.66216216216216
Videowire OpenRTB,Reseller,Open Auction - Seedtag,Display,0.020898061789921485,0.04830263738404028,-56.73515376858815
Excelate,BidSwitch,Open Auction - BFM,CTV,0.02,0,
TaurusX DSP,Reseller,Open Auction - Seedtag,Display,0.01566349621862173,0,
RevX,Reseller,Open Auction - Seedtag,Display,0.015539664775133133,0,
Stirista,Reseller,Open Auction - Seedtag,Online Video,0.01315737992990762,0,
PulsePoint,Reseller,Open Auction - Seedtag,Online Video,0.012167914072051644,4750.2057329125055,-99.99974384448262
StackAdapt,Reseller,PMP External Web,Native,0.010986023650439884,0,
Between Exchange,BidSwitch,Open Auction - BFM,CTV,0.01,0.6900000000000001,-98.55072463768116
Motorik,Reseller,Open Auction - Seedtag,Display,0.009351061016786844,0,
Hybrid Adtech Inc,Reseller,Open Auction - Seedtag,Display,0.007788297047227388,0,
Carta OpenRTB,Reseller,Open Auction - Seedtag,Online Video,0.004580030079523567,0.0006314500060398132,625.3195083879364
Pangle DSP,Reseller,Open Auction - Seedtag,Native,0.003622005921897653,0,
Jampp,Reseller,Open Auction - Seedtag,Display,0.0020200000144541264,0,
Dable Inc,Reseller,Open Auction - Seedtag,Native,0.001959447985427687,0,
RevX,Reseller,Open Auction - Seedtag,Native,0.0019299999112263322,0,
Epom,Reseller,Open Auction - Seedtag,Online Video,0.0013154400512576103,0,
GeoSpot,Reseller,Open Auction - Seedtag,Online Video,0.0011500000255182385,0.005179981904802844,-77.79914975278261
IQM,Reseller,Open Auction - Seedtag,Native,0.0009399999980814755,1.2265096125775017,-99.9233597528758
Pangle DSP,Reseller,Open Auction - Seedtag,Online Video,0.0006621429929509759,0,
Unruly,Direct,DSP Marketplace - BFM,CTV,0,9.400000000000002,-100
Basis Technologies,Direct,DSP Marketplace - BFM,Display,0,0,
BidSwitch,Direct,DSP Marketplace - BFM,CTV,0,14727.449999999999,-100.00000000000001
Marketing Architects,Reseller,Open Auction - Seedtag,Online Video,0,0.04674999974668026,-100
TheTradeDesk,Direct,Unknown,Other,0,0,
Sift,Reseller,Open Auction - Seedtag,Online Video,0,0.006910575088113546,-100
Sovrn,Direct,Open Auction - BFM,CTV,0,0,
Doceree - RTB,Reseller,Open Auction - Seedtag,Display,0,3.4938429463654757,-100
Roku Oneview,Reseller,Open Auction - Seedtag,Online Video,0,0.8714449219114613,-100
Promo-PSA,Direct,Unknown,CTV,0,0,
Lift,BidSwitch,Open Auction - BFM,Display,0,0.12000000000000001,-100
4INFO,Direct,DSP Marketplace - BFM,CTV,0,38211.2,-100
Adot,Reseller,Open Auction - Seedtag,Display,0,23.357499624340562,-100
Yahoo DSP,Unknown,PMP External Web,Display,0,0,
MadHive,Direct,Open Auction - BFM,CTV,0,38800.51,-100
Sportradar,BidSwitch,Select - BFM,CTV,0,59.81000000000001,-100
TheTradeDesk,Unknown,Direct External Web,Display,0,53156.92916277499,-100
DSP Not Found,Direct,Select - BFM,Display,0,0,
Xandr,Reseller,PMP Web - O&O,Online Video,0,4.069235025322996,-100
TheTradeDesk,Direct,Select - BFM,Display,0,12583.729999999996,-100
Amazon DSP,Unknown,PMP External Web,Online Video,0,0,
Marketing Architects,Direct,Unknown,CTV,0,0,
AlexP,Direct,DSP Marketplace - BFM,CTV,0,0,
Amobee,Direct,Unknown,CTV,0,0,
DSP Not Found,Direct,Open Auction - Seedtag,Display,0,18.42739015276311,-100
SundaySky,Direct,Open Auction - BFM,Display,0,0,
Promo-PSA,Direct,Open Auction - BFM,CTV,0,0,
OpenX,Direct,Open Auction - BFM,CTV,0,0,
BidSwitch,Direct,Unknown,CTV,0,0,
DSP Not Found,Direct,DSP Marketplace - BFM,CTV,0,0,
StackAdapt,Reseller,PMP External CTV,CTV,0,10655.74489336905,-100
Viant,Direct,DSP Marketplace - BFM,Display,0,0,
Infillion,BidSwitch,Unknown,CTV,0,0,
Lift,BidSwitch,Open Auction - BFM,CTV,0,0.30000000000000004,-100
DV360,BidSwitch,Unknown,CTV,0,0,
Adform,Reseller,PMP External Web,Online Video,0,8541.66417205495,-100
Xandr,Direct,Select - BFM,CTV,0,442.53999999999996,-100.00000000000001
4INFO,Direct,Unknown,CTV,0,0,
Beeswax,Direct,Unknown,CTV,0,0,
SuperAwesome,Direct,Open Auction - BFM,CTV,0,0.05,-100
EngageFront - Display,Reseller,Open Auction - Seedtag,Display,0,226.1934812736581,-100
Hawk DSP,Unknown,PMP External Web,Online Video,0,0,
DV360,Direct,PMP External CTV,CTV,0,0,
535Media,Direct,DSP Marketplace - BFM,CTV,0,0,
Walmart,Direct,Unknown,Display,0,0,
Elementary Innovation Pte. Ltd.,Reseller,Open Auction - Seedtag,Online Video,0,101.34838025479624,-100.00000000000001
Xapads,Direct,Open Auction - BFM,Display,0,0,
SimpliFi,Direct,Open Auction - BFM,CTV,0,159396.01000000015,-100
StackAdapt,Direct,Unknown,CTV,0,0,
Stirista,Direct,Select - BFM,CTV,0,136.79,-100
Xandr,Direct,Select - BFM,Display,0,0,
Digital Fairway,Direct,Open Auction - BFM,CTV,0,0,
SimpliFi,Direct,Select - BFM,Display,0,1.38,-100.00000000000001
OneTag,Direct,Open Auction - BFM,CTV,0,0,
Marketing Architects,Direct,Open Auction - BFM,Display,0,0.24000000000000002,-100
Excelate,Reseller,PMP External Web,Display,0,220.71390388559675,-100
Xandr,Direct,Unknown,CTV,0,0,
SmartClip,Direct,Unknown,CTV,0,0,
DSP Not Found,Direct,Open Auction - Seedtag,Native,0,0,
Outbrain/Teads,Direct,Unknown,Display,0,0,
Yahoo DSP,Direct,DSP Marketplace - BFM,Display,0,0.18000000000000005,-99.99999999999999
Azira,Reseller,Open Auction - Seedtag,Online Video,0,6.712271254858933,-100
Seedtag,Direct,Unknown,CTV,0,64.25000000000003,-100
Hawk DSP,Reseller,PMP External Web,Online Video,0,0,
Demandbase,Reseller,Open Auction - Seedtag,Online Video,0,1705.3248895044962,-100
BidSwitch,Direct,DSP Marketplace - BFM,Display,0,0,
TheTradeDesk,Direct,Unknown,Display,0,0,
BidSwitch,Direct,Unknown,Display,0,0,
Unruly,Direct,DSP Marketplace - BFM,Display,0,0,
"BlueCava, Inc.",Reseller,Open Auction - Seedtag,Display,0,0.08941823982604546,-100
OTT Advisors (Demand),Direct,Open Auction - BFM,CTV,0,0,
Sharethrough,Direct,Open Auction - BFM,Display,0,0,
IQM,Direct,Unknown,CTV,0,0,
Media Pulse,Direct,Open Auction - BFM,CTV,0,1.4200000000000002,-100.00000000000001
Viant,Direct,Unknown,CTV,0,0.76,-100
AppNexus,Direct,Direct External Web,Online Video,0,1555292.7433362524,-99.99999999999999
Cadent,Reseller,Open Auction - Seedtag,Display,0,0.005072999745607376,-100
Marketperf,BidSwitch,Open Auction - BFM,CTV,0,0,
TheTradeDesk,Direct,DSP Marketplace - BFM,Display,0,0,
Stirista,Direct,Unknown,CTV,0,0,
tankee,Direct,Open Auction - BFM,CTV,0,1212.1499999999999,-100
Adform,Reseller,PMP External Web,Display,0,387.20049195742865,-100
MediaForce,Reseller,Unknown,Display,0,0,
The Media Sense,Direct,Unknown,CTV,0,0,
Adot,Reseller,Open Auction - Seedtag,Online Video,0,20.83765086333733,-100
StackAdapt,Reseller,PMP Web - O&O,Online Video,0,0,
Basis Technologies,Direct,Unknown,CTV,0,15,-100
Demandbase,Direct,DSP Marketplace - BFM,CTV,0,15.670000000000002,-100
PulsePoint,Direct,DSP Marketplace - BFM,CTV,0,0,
Media Pulse,Direct,Unknown,CTV,0,0,
DV360,Direct,Direct External CTV,CTV,0,0,
Sportradar,BidSwitch,Open Auction - Seedtag,Native,0,0,
MediaForce,Reseller,Open Auction - Seedtag,Native,0,1024.7760162830818,-100
Ogury DSP,Reseller,Open Auction - Seedtag,Display,0,49.95289714795945,-100
Infillion,BidSwitch,Select - BFM,CTV,0,0.01,-100
Lemma DSP,Direct,Open Auction - BFM,Display,0,0,
Demandbase,Direct,Unknown,CTV,0,0,
Amazon DSP,BidSwitch,Unknown,CTV,0,0,
Equativ Direct Demand,Reseller,PMP External Web,Display,0,7192.840433372862,-100
DSP Not Found,Reseller,PMP External Web,Online Video,0,322.5266370026764,-100
BizzClick,Direct,Open Auction - BFM,CTV,0,2.940000000000001,-99.99999999999999
Crimson,Reseller,Open Auction - Seedtag,Online Video,0,252.9673627706943,-100
Xandr,Direct,DSP Marketplace - BFM,Display,0,0,
Adform,BidSwitch,Open Auction - BFM,Display,0,1.6900000000000002,-100
StackAdapt,Direct,Select - BFM,Display,0,0,
Conversant,Direct,Unknown,CTV,0,0,
Zeta DSP,BidSwitch,Unknown,CTV,0,0,
Adtelligent,Direct,Select - BFM,CTV,0,0.45000000000000007,-100
DV360,BidSwitch,Unknown,Display,0,0,
Basis Technologies,Reseller,PMP External Web,Online Video,0,12425.315856894045,-100
Nexxen,Direct,Unknown,Display,0,0,
Marketperf,BidSwitch,Open Auction - BFM,Display,0,0,
Samsung DSP,BidSwitch,Open Auction - BFM,Display,0,0.02,-100
RtbHouse,Direct,Unknown,Display,0,0,
BidSwitch,Direct,Select - BFM,Display,0,0,
Bidtellect,Reseller,Open Auction - Seedtag,Native,0,549.3211256371578,-100
Unruly,Direct,Open Auction - BFM,Display,0,14.559999999999999,-100
Amazon DSP,Reseller,Open Auction - Seedtag,Native,0,0.14428999251686037,-100
FreeWheel,Direct,Open Auction - BFM,CTV,0,6.039999999999999,-100
SimpliFi,Direct,DSP Marketplace - BFM,Display,0,86.34000000000002,-100
Reset Digital,Direct,Open Auction - BFM,CTV,0,0,
MadHive,Direct,Select - BFM,CTV,0,0.9400000000000002,-100
TheTradeDesk,Unknown,PMP External Web,Display,0,0,
DSP Not Found,Direct,Select - BFM,CTV,0,0,
DSP Not Found,Direct,Unknown,CTV,0,15.570000000000002,-100
Quantcast,BidSwitch,Select - BFM,Display,0,3.31,-100
SmartAdServerVideo,Reseller,PMP External Web,Native,0,9882.358441577522,-100
Illumin,Direct,Unknown,Display,0,0,
Cadent,Reseller,Open Auction - Seedtag,Online Video,0,0.13632476329803467,-100
Adtheorent,Direct,Unknown,CTV,0,0,
Basis Technologies,Direct,PMP CTV - O&O,CTV,0,0,
AdElement,BidSwitch,Open Auction - BFM,CTV,0,0.22999999999999998,-100.00000000000001
DSP Not Found,Direct,PMP CTV - O&O,CTV,0,0,
MadHive,Direct,Unknown,CTV,0,0,
Roku Oneview,Reseller,Open Auction - Seedtag,Display,0,0.03311394895717967,-100
Quantcast,BidSwitch,Select - BFM,CTV,0,3.9199999999999964,-100
SimpliFi,Direct,Unknown,CTV,0,0,
LoopMe,Direct,Unknown,CTV,0,0,
SimpliFi,Direct,Open Auction - BFM,Display,0,25940.659999999938,-100
Seedtag,Direct,Open Auction - BFM,CTV,0,14164.529999999999,-100.00000000000001
Sportradar,BidSwitch,Unknown,Display,0,0,
Lemma DSP,Direct,Unknown,CTV,0,0,
Demandbase,Reseller,Open Auction - Seedtag,Display,0,28981.56775690819,-100.00000000000001
GlewedTV,Direct,Open Auction - BFM,CTV,0,0,
IQM,Direct,Select - BFM,CTV,0,160.75,-100
SmartyAds,Reseller,Open Auction - Seedtag,Native,0,0.0015883032174315304,-100
Lowbrow Customs,Direct,Open Auction - BFM,CTV,0,5.59,-100
Amobee,Direct,Open Auction - BFM,Display,0,377.43999999999994,-100
OTT Advisors (Demand),Direct,Unknown,CTV,0,0,
Beeswax,Direct,DSP Marketplace - BFM,Display,0,32.410000000000004,-100
Elementary Innovation Pte. Ltd.,Reseller,Open Auction - Seedtag,Native,0,2.9324913120362908,-100
Xandr,Direct,PMP External Web,Online Video,0,5585.371644678953,-100
Aceex,Direct,Open Auction - BFM,CTV,0,37.830000000000005,-100
TheTradeDesk,Direct,PMP Web - O&O,Native,0,292.9605612754822,-100
Storygize,Direct,Open Auction - BFM,CTV,0,5511.000000000001,-100
NextRoll,Reseller,Open Auction - Seedtag,Display,0,0.000155699992319569,-100
Yahoo DSP,Direct,Unknown,CTV,0,0,
SimpliFi,Direct,Select - BFM,CTV,0,366.37999999999994,-100
Storygize,Direct,Open Auction - BFM,Display,0,0,
Aceex,Direct,DSP Marketplace - BFM,CTV,0,158.62,-100
Amazon DSP,Unknown,PMP External Web,Display,0,0,
OMG,Direct,Open Auction - BFM,CTV,0,31.620000000000005,-100
535Media,Direct,Open Auction - BFM,CTV,0,2949.6000000000004,-100.00000000000001
JamLoop OpenRTB,Direct,Unknown,CTV,0,0,
DSP Not Found,Direct,Open Auction - BFM,Display,0,0,
Beeswax,Direct,Unknown,Display,0,0,
DeepIntent,Direct,DSP Marketplace - BFM,Display,0,0,
SimpliFi,Direct,DSP Marketplace - BFM,CTV,0,15920.119999999984,-100
Aceex,Direct,DSP Marketplace - BFM,Display,0,93.81999999999998,-100
AppNexus,Reseller,PMP External Web,Native,0,2275.6884530800435,-100
PulsePoint,Unknown,PMP External Web,Display,0,0,
Elementary Innovation Pte. Ltd.,Reseller,Open Auction - Seedtag,Display,0,147.89983181986827,-100
JamLoop OpenRTB,Direct,Open Auction - BFM,CTV,0,0,
Appier,Reseller,Open Auction - Seedtag,Native,0,0.6625240114917688,-100
Stirista,Direct,Unknown,Display,0,0,
TheTradeDesk,Direct,Unknown,CTV,0,0,
Demandbase,Reseller,Open Auction - Seedtag,Native,0,0.0015123499615583569,-100
Conversant,Direct,Unknown,Display,0,0,
SuperAwesome,Direct,Unknown,CTV,0,0,
StackAdapt,Direct,PMP CTV - O&O,CTV,0,9294.909999999998,-100
Unruly,Direct,Open Auction - BFM,CTV,0,297.59,-100
GroundTruth,Direct,Unknown,CTV,0,0,
Aroscop,BidSwitch,Open Auction - BFM,CTV,0,0.47000000000000003,-100
PulsePoint,Direct,Unknown,CTV,0,0,
DSP Not Found,Reseller,Unknown,Display,0,0,
Opera,Direct,Unknown,Display,0,0,
The Media Sense,Direct,Open Auction - BFM,CTV,0,41.449999999999996,-100.00000000000001
Excelate,BidSwitch,Open Auction - BFM,Display,0,0,
Sportradar,BidSwitch,PMP Web - O&O,Display,0,0,
PulsePoint,Reseller,Open Auction - Seedtag,Native,0,99.30276227922877,-100
BidSwitch,Direct,PMP CTV - O&O,CTV,0,0,
BidSwitch,Direct,Select - BFM,CTV,0,3303.9499999999994,-100
Inspiritum,BidSwitch,Open Auction - BFM,Display,0,31.640000000000004,-100
Edge226,Reseller,Open Auction - Seedtag,Online Video,0,,
Amobee,Direct,Select - BFM,CTV,0,0,
DSP Not Found,Direct,Unknown,Display,0,0,
Marketing Architects,Direct,Select - BFM,CTV,0,32.78000000000001,-100
StackAdapt,Direct,Select - BFM,CTV,0,14706.11,-100
DeepIntent,Direct,Open Auction - Seedtag,Native,,0,
NINE MEDIA INC,Reseller,Open Auction - Seedtag,Online Video,,0,
AdMixerBidswitch,BidSwitch,Open Auction - Seedtag,Online Video,,0,
So-Net Media Networks OpenRTB,Reseller,Open Auction - Seedtag,Native,,0,
Tubia DSP,Reseller,Open Auction - Seedtag,Display,,0,
Hybrid Adtech Inc,Reseller,Open Auction - Seedtag,Native,,0,
NINE MEDIA INC,Reseller,Open Auction - Seedtag,Display,,0,
NINE MEDIA INC,Reseller,Open Auction - Seedtag,Native,,0,
Viant,Direct,Open Auction - Seedtag,Native,,0,
