dsp_group_name,connection_type,business_line,product_category,last_7_days,previous_7_days,abs_change,change_pct
StackAdapt,Reseller,PMP External Web,Online Video,101.31917306006392,0,101.31917306006392,
Crimtan DSP,Reseller,Open Auction - Seedtag,Display,354.7304065353528,254.35914333822438,100.37126319712843,39.460450243639784
LiquidM,Reseller,Open Auction - Seedtag,Display,544.5715174444049,444.7659050757211,99.8056123686838,22.44003221238192
Basis Technologies,Reseller,Open Auction - Seedtag,Native,1272.5420173126367,1175.905604370968,96.63641294166882,8.218041701856071
StackAdapt,Reseller,PMP External Web,Display,94.74226846479945,0,94.74226846479945,
Smadex,Reseller,Open Auction - Seedtag,Native,1366.8544308519486,1275.1200582131278,91.73437263882079,7.194175328664464
Blis Media,Reseller,Open Auction - Seedtag,Display,3137.8973205559305,3048.124430923868,89.77288963206229,2.9451845443479048
Hawk DSP,Reseller,Open Auction - Seedtag,Online Video,412.80857195233693,324.760147509689,88.04842444264796,27.111831644928383
Knorex,BidSwitch,Open Auction - BFM,CTV,84.46000000000001,0.01,84.45,844500
TAPTAP,Reseller,Open Auction - Seedtag,Online Video,535.9760948313633,453.711054386702,82.26504044466128,18.131592706257063
S4M OpenRTB,Reseller,Open Auction - Seedtag,Display,91.48489165763021,23.408880775510625,68.07601088211959,290.8127540780925
Adtelligent,Direct,Open Auction - BFM,CTV,3620.8099999999904,3556.4899999999993,64.31999999999107,1.8085246971027917
Media.net,Reseller,Open Auction - Seedtag,Display,158.02554296495873,97.70961055185035,60.315932413108385,61.72978489265524
DeepIntent,Direct,DSP Marketplace - BFM,CTV,66.83000000000001,9.510000000000002,57.32000000000001,602.7339642481599
Adtelligent,Direct,DSP Marketplace - BFM,CTV,136.66000000000003,84.38,52.28000000000003,61.95780990756107
Cloud Technologies S.A.,Reseller,Open Auction - Seedtag,Display,140.68640122322904,89.47157231501842,51.21482890821062,57.241453998248176
AdXperience,Reseller,Open Auction - Seedtag,Native,939.3365357089788,891.3168050943059,48.01973061467288,5.387504234209087
AdMatrix,Reseller,Open Auction - Seedtag,Display,58.07693778983594,10.738044351208373,47.338893438627565,440.8520945743759
DV360,BidSwitch,DSP Marketplace - BFM,CTV,45.609999999999964,0,45.609999999999964,
